"DW_TCKT_KEY","FDR_NUM","TRBL_TCKT_NUM","GRN_TCKT_FLAG","IRPT_TYPE_CODE","TCKT_TYPE_CODE","SUPT_CODE","IRPT_CAUS_CODE","EQP_CODE","CMI","POWEROFF","POWERRESTORE","RPR_ACTN_TYPE","RPR_ACTN_SUB_TYPE","RPR_ACTN_DS","A_PHAS_INVOLVED","B_PHAS_INVOLVED","C_PHAS_INVOLVED","TCKT_DVC_COOR","REPAIRACTIONCREATETIME","REPAIREDACTIONSTATEPLANEX","REPAIREDACTIONSTATEPLANEY","CRNT_ROW_FLAG"
"11101415","405134","4","N","SEC","SNCU","0","190","0","63","12-01-2016 00:14:00","12-01-2016 01:17:00","","","","","","","67065962302","","911000","1076213","Y","12/1/2016 12:16:00 AM"
"11101408","503563","8","Y","SV","TXU","401","195","0","108","12-01-2016 00:35:00","12-01-2016 02:23:00","","","","","","","76580233308","","404630","652312","Y","12/1/2016 12:35:00 AM"
"11101467","406237","9","Y","TX","TX","401","195","94","260","12-01-2016 00:40:00","12-01-2016 05:00:00","","","","","","","68136232801","","962479","931532","Y","12/1/2016 12:40:00 AM"
"11101484","105832","11","N","LAT","LAT","66","188","88","15840","12-01-2016 01:09:00","12-01-2016 06:39:00","","","","","","","35145040901","","511620","1976703","Y","12/1/2016 1:10:00 AM"
"11101436","506861","13","N","LAT","LAT","0","190","0","3040","12-01-2016 01:11:00","12-01-2016 06:15:00","TMRepairActionAccessable","General","See Comments","","","","54935070808","12-01-2016 06:22:13","325375","926823","Y","12/1/2016 1:24:00 AM"
"11101436","506861","13","N","LAT","LAT","0","190","0","3040","12-01-2016 01:11:00","12-01-2016 06:15:00","TMRepairActionAccessable","General","See Comments","","","","54935070808","12-01-2016 06:22:13","325580","927243","Y","12/1/2016 1:24:00 AM"
"11101437","702237","14","N","TX","SNCU","66","18","0","101","12-01-2016 01:24:00","12-01-2016 03:05:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","87090363703","12-01-2016 05:51:29","907226","701725","Y","12/1/2016 1:26:00 AM"
"11101404","809339","15","N","LAT","LAT","23","20","102","2232","12-01-2016 01:35:00","12-01-2016 04:41:00","TMRepairActionAccessable","General","See Comments","","","","87757243009","12-01-2016 05:37:46","943649","537216","Y","12/1/2016 1:35:00 AM"
"11101432","805731","16","N","LAT","LAT","0","190","0","2618","12-01-2016 01:34:00","12-01-2016 04:08:00","TMRepairActionRefuseLateral","General","Refuse C Lateral","","","","86349483004S","12-01-2016 04:54:52","873638","496691","Y","12/1/2016 1:35:00 AM"
"11101404","809339","15","N","LAT","LAT","23","20","102","2232","12-01-2016 01:35:00","12-01-2016 04:41:00","TMRepairActionTrimTree","General","Trim/Remove Tree 2   0% Palms:  R/O","","","","87757243009","12-01-2016 05:37:46","943649","537216","Y","12/1/2016 1:35:00 AM"
"11101449","805632","18","N","SV","NLS","68","188","91","172","12-01-2016 02:23:00","12-01-2016 05:15:00","TMRepairActionReworkedConnections","General","Reworked Connections at Pole","","","","86152932209","12-01-2016 02:44:30","866090","511188","Y","12/1/2016 1:38:00 AM"
"11101449","805632","18","N","SV","NLS","68","188","91","172","12-01-2016 02:23:00","12-01-2016 05:15:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86152932209","12-01-2016 02:41:38","866090","511188","Y","12/1/2016 1:38:00 AM"
"11101449","805632","18","N","SV","NLS","68","188","91","172","12-01-2016 02:23:00","12-01-2016 05:15:00","TMRepairActionReworkedConnections","General","Reworked Connections at Weatherhead","","","","86152932209","12-01-2016 02:44:30","866090","511188","Y","12/1/2016 1:38:00 AM"
"11101449","805632","18","N","SV","NLS","68","188","91","172","12-01-2016 02:23:00","12-01-2016 05:15:00","TMRepairActionTrimTree","General","Trim/Remove Tree 3   0% Palms:  R/O","","","","86152932209","12-01-2016 02:41:38","866090","511188","Y","12/1/2016 1:38:00 AM"
"11101431","101934","21","Y","TX","TX","401","195","93","71","12-01-2016 01:49:00","12-01-2016 03:00:00","","","","","","","46588777804","","685135","1694202","Y","12/1/2016 1:49:00 AM"
"11101463","409963","22","Y","TX","TX","405","195","94","103","12-01-2016 01:50:00","12-01-2016 03:33:00","","","","","","","67404892803","","930762","771583","Y","12/1/2016 1:50:00 AM"
"11101490","806032","24","N","TX","TX","23","188","104","1776","12-01-2016 01:50:00","12-01-2016 05:32:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","87065665408","12-01-2016 02:51:35","909763","578091","Y","12/1/2016 1:57:00 AM"
"11101490","806032","24","N","TX","TX","23","188","104","1776","12-01-2016 01:50:00","12-01-2016 05:32:00","TMRepairActionSpliceConductor","General","Splice 1/0A SEC","N","N","N","87065665408","12-01-2016 02:51:35","909763","578091","Y","12/1/2016 1:57:00 AM"
"11101450","404732","26","N","TX","TX","66","25","0","912","12-01-2016 02:27:00","12-01-2016 06:15:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","87896894200","12-01-2016 02:36:32","950803","732257","Y","12/1/2016 2:29:00 AM"
"11101419","411563","27","N","TX","TX","0","11","0","147","12-01-2016 02:33:00","12-01-2016 05:00:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","64597984904","12-01-2016 05:04:56","786738","1238166","Y","12/1/2016 2:35:00 AM"
"11101508","405639","28","N","TX","TX","0","197","0","1092","12-01-2016 02:27:00","12-01-2016 05:03:00","","","","","","","67415385606","","928175","827951","Y","12/1/2016 2:35:00 AM"
"11101411","702435","31","N","LAT","LATU","66","189","111","7524","12-01-2016 02:42:00","12-01-2016 04:27:00","","","","","","","87470157701","","927096","604428","Y","12/1/2016 2:43:00 AM"
"11101380","502464","34","N","LAT","LAT","0","190","0","42","12-01-2016 02:45:00","12-01-2016 02:48:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","58527410707","12-02-2016 08:42:50","506980","885455","Y","12/1/2016 2:47:00 AM"
"11101380","502464","34","N","LAT","LAT","0","190","0","42","12-01-2016 02:45:00","12-01-2016 02:48:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","58527410707","12-02-2016 08:43:25","506980","885455","Y","12/1/2016 2:47:00 AM"
"11101414","505961","36","N","LAT","LAT","310","20","104","14664","12-01-2016 02:42:00","12-01-2016 12:06:00","TMRepairActionRepairConductor","General","Repair 6C C PRI","N","N","Y","55857698604","12-01-2016 07:34:20","374454","1040369","Y","12/1/2016 2:48:00 AM"
"11101414","505961","36","N","LAT","LAT","310","20","104","14664","12-01-2016 02:42:00","12-01-2016 12:06:00","TMRepairActionRefuseLateral","General","Refuse C Lateral","","","","55857698604","12-01-2016 07:34:20","374454","1040369","Y","12/1/2016 2:48:00 AM"
"11101414","505961","36","N","LAT","LAT","310","20","104","14664","12-01-2016 02:42:00","12-01-2016 12:06:00","TMRepairActionTrimTree","General","Trim/Remove Tree 10   25% Palms:  R/O","","","","55857698604","12-01-2016 07:33:27","374454","1040369","Y","12/1/2016 2:48:00 AM"
"11101410","502067","39","N","LAT","LAT","0","190","0","22360","12-01-2016 03:13:00","12-01-2016 05:23:00","TMRepairActionRefuseLateral","General","Refuse B Lateral","","","","54043961119","12-14-2016 23:31:39","285254","967356","Y","12/1/2016 3:14:00 AM"
"11101412","406062","40","N","TX","SNC","0","190","0","270","12-01-2016 03:14:00","12-01-2016 07:44:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","62753749201","12-01-2016 07:49:40","694905","1019437","Y","12/1/2016 3:17:00 AM"
"11101478","506768","41","Y","SEC","TX","405","195","94","138","12-01-2016 04:54:00","12-01-2016 05:40:00","","","","","","","76595572901","","406615","727239","Y","12/1/2016 4:49:00 AM"
"11101481","408463","44","Y","FDR","FDR","66","188","106","41756","12-01-2016 04:59:00","12-01-2016 09:45:00","","","","","","","65576611839","","834301","1131121","Y","12/1/2016 4:59:00 AM"
"11101475","403632","49","N","TX","TX","66","197","0","3012","12-01-2016 05:12:00","12-01-2016 09:23:00","","","","","","","63820713105","","749824","851853","Y","12/1/2016 5:13:00 AM"
"11101496","802240","53","N","SV","SNC","66","188","91","5","12-01-2016 12:40:00","12-01-2016 12:45:00","TMRepairActionAccessable","General","See Comments","","","","87058055101","12-01-2016 11:14:36","906903","542668","Y","12/1/2016 5:33:00 AM"
"11101496","802240","53","N","SV","SNC","66","188","91","5","12-01-2016 12:40:00","12-01-2016 12:45:00","TMRepairActionReworkedConnections","General","Reworked Connections","","","","87058055101","12-01-2016 11:14:36","906903","542668","Y","12/1/2016 5:33:00 AM"
"11101497","205431","61","N","TX","TX","0","7","0","990","12-01-2016 06:06:00","12-01-2016 08:51:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","48038532607","12-01-2016 09:23:03","758179","1442382","Y","12/1/2016 6:07:00 AM"
"11101538","700236","63","N","TX","LATU","66","189","91","2115","12-01-2016 10:44:00","12-01-2016 11:31:00","TMRepairActionReworkedConnections","General","Reworked Connections","","","","87672332302","12-01-2016 09:19:49","937933","611683","Y","12/1/2016 6:13:00 AM"
"11101538","700236","63","N","TX","LATU","66","189","91","2115","12-01-2016 10:44:00","12-01-2016 11:31:00","TMRepairActionAccessable","General","See Comments","","","","87672332302","12-01-2016 09:19:49","937933","611683","Y","12/1/2016 6:13:00 AM"
"11101538","700236","63","N","TX","LATU","66","189","91","2115","12-01-2016 10:44:00","12-01-2016 11:31:00","TMRepairActionRepairConductor","General","Repair 500C SEC","N","N","N","87672332302","12-01-2016 09:19:49","937933","611683","Y","12/1/2016 6:13:00 AM"
"11101594","806032","65","N","TX","TX","66","188","94","776","12-01-2016 10:48:00","12-01-2016 12:25:00","TMRepairActionAccessable","General","See Comments","","","","87065665408","12-01-2016 08:42:20","909763","578091","Y","12/1/2016 6:19:00 AM"
"11101594","806032","65","N","TX","TX","66","188","94","776","12-01-2016 10:48:00","12-01-2016 12:25:00","TMRepairActionWrapperTransformer","Transformer","Replaced Transformer","","","","87065665408","12-01-2016 08:30:30","909763","578091","Y","12/1/2016 6:19:00 AM"
"11101594","806032","65","N","TX","TX","66","188","94","776","12-01-2016 10:48:00","12-01-2016 12:25:00","TMRepairActionEnvironmentalFollowUp","General","Environmental FollowUp","","","","87065665408","12-01-2016 08:42:20","909763","578091","Y","12/1/2016 6:19:00 AM"
"11101553","704761","72","N","TX","TX","66","197","93","492","12-01-2016 06:36:00","12-01-2016 10:42:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","86374375104","12-01-2016 10:57:39","873357","622448","Y","12/1/2016 6:38:00 AM"
"11101553","704761","72","N","TX","TX","66","197","93","492","12-01-2016 06:36:00","12-01-2016 10:42:00","TMRepairActionReplaceConductor","General","Replace 3 ft 1/0TPX SVC","N","N","N","86374375104","12-01-2016 10:57:39","873357","622448","Y","12/1/2016 6:38:00 AM"
"11101684","400661","74","N","TX","TX","0","190","0","2030","12-01-2016 06:36:00","12-01-2016 11:26:00","","","","","","","64998706501","","805120","1243829","Y","12/1/2016 6:47:00 AM"
"11101583","804534","76","N","LAT","LAT","0","20","0","7520","12-01-2016 06:51:00","12-01-2016 09:59:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86563093001","12-01-2016 08:11:28","881989","566850","Y","12/1/2016 6:53:00 AM"
"11101583","804534","76","N","LAT","LAT","0","20","0","7520","12-01-2016 06:51:00","12-01-2016 09:59:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","86563093001","12-01-2016 08:11:28","881989","566850","Y","12/1/2016 6:53:00 AM"
"11101587","808731","79","N","TX","SNC","66","188","93","63","12-01-2016 06:59:00","12-01-2016 08:02:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","87462387604","12-01-2016 08:11:47","929141","564595","Y","12/1/2016 7:01:00 AM"
"11101675","407665","82","N","TX","TX","66","190","0","240","12-01-2016 07:05:00","12-01-2016 08:25:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","66425205808","12-01-2016 08:40:38","877037","878018","Y","12/1/2016 7:07:00 AM"
"11101762","702535","83","N","LAT","TXU","66","189","85","3275","12-01-2016 07:12:00","12-01-2016 09:23:00","TMRepairActionReplaceArrestor","General","Replace 10 KV arrestor","","","","86977077405","12-01-2016 09:53:16","901507","638675","Y","12/1/2016 7:12:00 AM"
"11101621","805033","85","N","TX","TX","66","20","102","446","12-01-2016 07:11:00","12-01-2016 10:54:00","TMRepairActionTrimTree","General","Trim/Remove Tree 2   0% Palms:  R/O","","","","86750937300","12-01-2016 08:43:34","896986","503785","Y","12/1/2016 7:14:00 AM"
"11101621","805033","85","N","TX","TX","66","20","102","446","12-01-2016 07:11:00","12-01-2016 10:54:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","86750937300","12-01-2016 08:43:34","896986","503785","Y","12/1/2016 7:14:00 AM"
"11101621","805033","85","N","TX","TX","66","20","102","446","12-01-2016 07:11:00","12-01-2016 10:54:00","TMRepairActionAccessable","General","See Comments","","","","86750937300","12-01-2016 08:43:34","896986","503785","Y","12/1/2016 7:14:00 AM"
"11101674","403432","89","N","LAT","LATU","0","197","86","850","12-01-2016 07:14:00","12-01-2016 07:39:00","TMRepairActionRefuseLateral","General","Refuse B Lateral","","","","66761877700","12-01-2016 07:47:54","895609","1059033","Y","12/1/2016 7:16:00 AM"
"11101674","403432","89","N","LAT","LATU","0","197","86","850","12-01-2016 07:14:00","12-01-2016 07:39:00","TMRepairActionRefuseLateral","General","Refuse B Lateral","","","","66761877700","12-01-2016 07:48:34","895609","1059033","Y","12/1/2016 7:16:00 AM"
"11101536","805033","90","N","TX","LAT","66","190","0","1144","12-01-2016 07:19:00","12-01-2016 09:03:00","","","","","","","86850751697","","901035","501011","Y","12/1/2016 7:19:00 AM"
"11101527","308063","91","N","TX","TX","0","190","0","759","12-01-2016 07:17:00","12-01-2016 11:30:00","","","","","","","13101132004","","412323","2256665","Y","12/1/2016 7:20:00 AM"
"11101951","400740","93","N","SV","SNC","66","20","91","37","12-01-2016 11:48:00","12-01-2016 12:25:00","TMRepairActionSpliceConductor","General","Splice 2TPX SVC","N","N","N","88097357005","12-01-2016 09:09:31","957975","738775","Y","12/1/2016 7:27:00 AM"
"11101930","800740","92","N","SV","SNC","310","193","105","201","12-01-2016 07:26:00","12-01-2016 10:47:00","TMRepairActionReplaceConductor","General","Replace 50 ft 2TPX SVC","N","N","N","86759664004","12-01-2016 08:49:59","894925","547107","Y","12/1/2016 7:27:00 AM"
"11101525","504661","95","N","TX","TX","0","21","0","1864","12-01-2016 07:30:00","12-01-2016 11:23:00","","","","","","","51579192505","","157927","1149188","Y","12/1/2016 7:32:00 AM"
"11101901","102632","98","Y","TX","TX","401","195","81","84","12-01-2016 07:38:00","12-01-2016 08:20:00","","","","","","","35857152005","","546973","2036264","Y","12/1/2016 7:38:00 AM"
"11101943","102637","99","N","TX","TXU","192","193","116","22","12-01-2016 07:41:00","12-01-2016 07:43:00","","","","","","","36055457901","","558591","2029154","Y","12/1/2016 7:41:00 AM"
"11101812","404938","100","N","LAT","LAT","0","188","93","2748","12-01-2016 07:06:00","12-01-2016 18:33:00","TMRepairActionReplaceSwitch","General","Replace 23 KV switch","","","","67053106104S","12-01-2016 11:36:03","906737","1018197","Y","12/1/2016 7:44:00 AM"
"11101908","801032","103","N","TX","SNCU","0","197","0","150","12-01-2016 07:47:00","12-01-2016 10:17:00","","","","","","","87762564705","","945044","563591","Y","12/1/2016 7:50:00 AM"
"11101891","102637","104","N","LAT","LAT","192","25","93","10047","12-01-2016 07:50:00","12-01-2016 12:37:00","","","","","","","36155218408","","562276","2029369","Y","12/1/2016 7:51:00 AM"
"11101889","101864","106","N","LAT","LAT","0","190","0","5724","12-01-2016 07:49:00","12-01-2016 10:28:00","TMRepairActionRefuseLateral","General","Refuse B Lateral","","","","34858033983","12-01-2016 10:34:10","496390","2042142","Y","12/1/2016 7:53:00 AM"
"11101929","405264","109","N","TX","TX","66","11","0","135","12-01-2016 07:55:00","12-01-2016 08:40:00","","","","","","","67220727505","","920011","853933","Y","12/1/2016 7:56:00 AM"
"11101871","500434","111","N","LAT","LAT","66","25","81","7450","12-01-2016 07:48:00","12-01-2016 12:46:00","TMRepairActionTrimTree","General","Trim/Remove Tree 3   0% Palms:  R/O","","","","51566532701","12-01-2016 09:57:19","159104","1084154","Y","12/1/2016 7:57:00 AM"
"11101920","201436","118","Y","TX","TX","401","195","0","266","12-01-2016 08:03:00","12-01-2016 10:16:00","","","","","","","44372495501","","574146","1612182","Y","12/1/2016 8:03:00 AM"
"11101811","700941","120","N","SEC","SNC","23","189","111","29","12-01-2016 12:42:00","12-01-2016 13:11:00","TMRepairActionSpliceConductor","General","Splice 4/0A SVC","N","N","N","87768660901","12-01-2016 10:32:48","944887","591788","Y","12/1/2016 8:04:00 AM"
"11101811","700941","120","N","SEC","SNC","23","189","111","29","12-01-2016 12:42:00","12-01-2016 13:11:00","TMRepairActionAccessable","General","See Comments","","","","87768660901","12-01-2016 10:32:48","944887","591788","Y","12/1/2016 8:04:00 AM"
"11101811","700941","120","N","SEC","SNC","23","189","111","29","12-01-2016 12:42:00","12-01-2016 13:11:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","87768660901","12-01-2016 10:33:05","944887","591788","Y","12/1/2016 8:04:00 AM"
"11101811","700941","120","N","SEC","SNC","23","189","111","29","12-01-2016 12:42:00","12-01-2016 13:11:00","TMRepairActionRunGroundstrap","General","Run Groundstrap","","","","87768660901","12-01-2016 10:33:05","944887","591788","Y","12/1/2016 8:04:00 AM"
"11101811","700941","120","N","SEC","SNC","23","189","111","29","12-01-2016 12:42:00","12-01-2016 13:11:00","TMRepairActionReworkedConnections","General","Reworked Connections","","","","87768660901","12-01-2016 10:32:48","944887","591788","Y","12/1/2016 8:04:00 AM"
"11101634","701938","123","N","SV","SNC","66","188","91","311","12-01-2016 12:35:00","12-01-2016 17:46:00","TMRepairActionAccessable","General","See Comments","","","","87785405506","12-01-2016 12:44:50","942808","678192","Y","12/1/2016 8:09:00 AM"
"11101634","701938","123","N","SV","SNC","66","188","91","311","12-01-2016 12:35:00","12-01-2016 17:46:00","TMRepairActionReplaceConductor","General","Replace 80 ft 2TPX SVC","N","N","N","87785405506","12-01-2016 12:44:50","942808","678192","Y","12/1/2016 8:09:00 AM"
"11101643","307761","124","N","TX","TX","0","21","0","345","12-01-2016 08:07:00","12-01-2016 10:02:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","14710003005","12-01-2016 11:21:19","491299","2301556","Y","12/1/2016 8:09:00 AM"
"11101853","208164","129","N","TX","TX","0","7","0","360","12-01-2016 08:12:00","12-01-2016 09:24:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","48218025706","12-01-2016 09:34:02","766203","1343461","Y","12/1/2016 8:12:00 AM"
"11101978","202832","128","N","TX","TX","0","21","0","2198","12-01-2016 08:07:00","12-01-2016 13:21:00","TMRepairActionTrimTree","General","Trim/Remove Tree 2   0% Palms:  R/O","","","","47642528106","12-01-2016 09:42:58","738239","1464864","Y","12/1/2016 8:12:00 AM"
"11101978","202832","128","N","TX","TX","0","21","0","2198","12-01-2016 08:07:00","12-01-2016 13:21:00","TMRepairActionAccessable","General","See Comments","","","","47642528106","12-01-2016 09:42:58","738239","1464864","Y","12/1/2016 8:12:00 AM"
"11102080","703831","137","N","MTR","SNC","0","191","160","114","12-01-2016 08:16:00","12-01-2016 10:10:00","TMRepairActionReplaceMeter","Meter","Replace Meter","","","","87570284604","12-01-2016 10:19:01","932714","602872","Y","12/1/2016 8:17:00 AM"
"11101541","805633","139","N","SV","SNC","66","202","91","189","12-01-2016 16:38:00","12-01-2016 19:47:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86249758803","12-01-2016 19:50:22","870236","499593","Y","12/1/2016 8:20:00 AM"
"11101541","805633","139","N","SV","SNC","66","202","91","189","12-01-2016 16:38:00","12-01-2016 19:47:00","TMRepairActionReplaceConductor","General","Replace 150 ft 1/0TPX SVC","N","N","N","86249758803","12-01-2016 14:23:15","870236","499593","Y","12/1/2016 8:20:00 AM"
"11101541","805633","139","N","SV","SNC","66","202","91","189","12-01-2016 16:38:00","12-01-2016 19:47:00","TMRepairActionTrimTree","General","Trim/Remove Tree 3   0% Palms:  R/O","","","","86249758803","12-01-2016 14:23:15","870236","499593","Y","12/1/2016 8:20:00 AM"
"11101541","805633","139","N","SV","SNC","66","202","91","189","12-01-2016 16:38:00","12-01-2016 19:47:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86249758803","12-01-2016 14:23:15","870236","499593","Y","12/1/2016 8:20:00 AM"
"11101541","805633","139","N","SV","SNC","66","202","91","189","12-01-2016 16:38:00","12-01-2016 19:47:00","TMRepairActionReplaceJumper","General","Replace Jumper 1/0TPX SVC","N","N","N","86249758803","12-01-2016 14:23:15","870236","499593","Y","12/1/2016 8:20:00 AM"
"11101829","500434","141","Y","TX","TX","401","195","81","1192","12-01-2016 08:21:00","12-01-2016 10:50:00","","","","","","","51666325801","","163093","1085709","Y","12/1/2016 8:21:00 AM"
"11102051","705564","142","N","TX","TX","66","7","0","441","12-01-2016 07:54:00","12-01-2016 08:43:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","87579633407","12-01-2016 08:49:45","934157","647121","Y","12/1/2016 8:21:00 AM"
"11101899","811363","153","N","TX","SNCU","66","190","0","165","12-01-2016 08:26:00","12-01-2016 11:11:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","85028469108","12-01-2016 11:40:35","808718","395271","Y","12/1/2016 8:27:00 AM"
"11101948","505665","154","N","LAT","LATU","0","190","0","1727","12-01-2016 08:14:00","12-01-2016 10:51:00","TMRepairActionRefuseLateral","General","Refuse B Lateral","","","","52835395500W","12-01-2016 10:54:16","222287","930177","Y","12/1/2016 8:30:00 AM"
"11101894","204636","158","N","LAT","LAT","0","7","0","1350","12-01-2016 08:33:00","12-01-2016 10:03:00","TMRepairActionRefuseLateral","General","Refuse C Lateral","","","","44271435906","12-01-2016 10:08:25","568746","1607395","Y","12/1/2016 8:34:00 AM"
"11101876","106233","163","Y","TX","TX","405","195","81","5928","12-01-2016 08:38:00","12-01-2016 12:45:00","","","","","","","36249908404","","570750","1999372","Y","12/1/2016 8:38:00 AM"
"11102130","504662","165","Y","TX","TX","405","195","94","384","12-01-2016 08:48:00","12-01-2016 12:00:00","","","","","","","51977705702","","180375","1140510","Y","12/1/2016 8:40:00 AM"
"11102133","107162","166","Y","TX","TX","405","195","94","147","12-01-2016 08:35:00","12-01-2016 11:02:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","37501015100","12-01-2016 12:15:56","631282","1758057","Y","12/1/2016 8:40:00 AM"
"11102120","504662","168","Y","TX","TX","405","195","94","193","12-01-2016 08:48:00","12-01-2016 12:01:00","","","","","","","51977716208","","180412","1140781","Y","12/1/2016 8:41:00 AM"
"11102001","203933","171","Y","TX","TX","401","195","0","90","12-01-2016 08:44:00","12-01-2016 10:14:00","","","","","","","47356296607","","722374","1532416","Y","12/1/2016 8:41:00 AM"
"11101797","701234","172","N","SV","SNC","66","202","91","19","12-02-2016 08:41:00","12-02-2016 09:00:00","TMRepairActionReworkedConnections","General","Reworked Connections","","","","87376000407","12-01-2016 18:27:34","921179","630544","Y","12/1/2016 8:43:00 AM"
"11101797","701234","172","N","SV","SNC","66","202","91","19","12-02-2016 08:41:00","12-02-2016 09:00:00","TMRepairActionNoActionTaken","General","No Action Taken OK on Arrival","","","","87376000407","12-02-2016 09:01:09","921179","630544","Y","12/1/2016 8:43:00 AM"
"11101797","701234","172","N","SV","SNC","66","202","91","19","12-02-2016 08:41:00","12-02-2016 09:00:00","TMRepairActionReworkedConnections","General","Reworked Connections at Weatherhead","","","","87376000407","12-01-2016 18:19:47","921179","630544","Y","12/1/2016 8:43:00 AM"
"11101797","701234","172","N","SV","SNC","66","202","91","19","12-02-2016 08:41:00","12-02-2016 09:00:00","TMRepairActionAccessable","General","See Comments","","","","87376000407","12-01-2016 18:27:34","921179","630544","Y","12/1/2016 8:43:00 AM"
"11102113","410465","176","N","TX","TX","0","20","0","630","12-01-2016 08:39:00","12-01-2016 12:09:00","TMRepairActionTrimTree","General","Trim/Remove Tree 0   4% Palms:  R/O","","","","65962868401","12-01-2016 10:32:40","855589","1064355","Y","12/1/2016 8:48:00 AM"
"11102112","401231","179","Y","TX","LAT","403","195","0","172","12-01-2016 08:49:00","12-01-2016 10:15:00","","","","","","","62060749906","","659890","1055259","Y","12/1/2016 8:50:00 AM"
"11102193","408265","182","Y","TX","TXU","407","195","94","276","12-01-2016 09:01:00","12-01-2016 09:47:00","","","","","","","67253910902","","920269","1016444","Y","12/1/2016 8:51:00 AM"
"11102300","106061","187","Y","TX","TXU","401","195","102","126","12-01-2016 08:54:00","12-01-2016 09:12:00","","","","","","","37308279009","","622509","1795014","Y","12/1/2016 8:52:00 AM"
"11102205","502464","193","N","LAT","LAT","0","188","84","5950","12-01-2016 08:51:00","12-01-2016 12:49:00","TMRepairActionAccessable","General","See Comments","","","","58428600404","12-01-2016 10:34:23","502930","890331","Y","12/1/2016 8:56:00 AM"
"11102205","502464","193","N","LAT","LAT","0","188","84","5950","12-01-2016 08:51:00","12-01-2016 12:49:00","TMRepairActionReplacePole","General","Replace  40/5 pole","","","","58428600404","12-01-2016 10:11:04","502930","890331","Y","12/1/2016 8:56:00 AM"
"11102205","502464","193","N","LAT","LAT","0","188","84","5950","12-01-2016 08:51:00","12-01-2016 12:49:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","58428600404","12-02-2016 06:08:56","502930","890331","Y","12/1/2016 8:56:00 AM"
"11102335","204263","194","N","TX","TX","0","188","88","1070","12-01-2016 08:55:00","12-01-2016 12:29:00","TMRepairActionAccessable","General","See Comments","","","","48215403904","12-01-2016 10:10:41","768228","1327773","Y","12/1/2016 8:56:00 AM"
"11102205","502464","193","N","LAT","LAT","0","188","84","5950","12-01-2016 08:51:00","12-01-2016 12:49:00","TMRepairActionSplintPole","General","Splint Pole","","","","58428600404","12-01-2016 10:11:04","502930","890331","Y","12/1/2016 8:56:00 AM"
"11102301","200264","197","Y","TX","TX","401","195","102","256","12-01-2016 08:58:00","12-01-2016 10:02:00","","","","","","","44271963406","","571385","1606187","Y","12/1/2016 8:58:00 AM"
"11102203","704064","199","Y","TX","TXU","408","195","94","232","12-01-2016 09:02:00","12-01-2016 09:31:00","","","","","","","86781904802","","895394","657238","Y","12/1/2016 9:02:00 AM"
"11101690","500635","203","Y","TX","TXU","66","193","94","128","12-01-2016 09:04:00","12-01-2016 09:12:00","","","","","","","51176206600","","137861","1136380","Y","12/1/2016 9:05:00 AM"
"11102250","403433","202","N","TX","TX","0","7","0","180","12-01-2016 09:04:00","12-01-2016 09:34:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","66562464402","12-01-2016 09:37:35","883508","1062390","Y","12/1/2016 9:05:00 AM"
"11101712","402131","205","N","SV","SNC","0","197","160","122","12-01-2016 09:03:00","12-01-2016 11:05:00","","","","","","","68124360907","","963076","870721","Y","12/1/2016 9:06:00 AM"
"11102091","507461","204","Y","TX","TXU","403","193","0","42","12-01-2016 09:06:00","12-01-2016 09:13:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","56803788807","12-02-2016 06:56:15","423153","770534","Y","12/1/2016 9:06:00 AM"
"11102243","510161","206","Y","TX","LATU","401","195","102","350","12-01-2016 09:07:00","12-01-2016 14:57:00","","","","","","","56628608636","","411988","890976","Y","12/1/2016 9:07:00 AM"
