"DW_TCKT_KEY","FDR_NUM","TRBL_TCKT_NUM","GRN_TCKT_FLAG","IRPT_TYPE_CODE","TCKT_TYPE_CODE","SUPT_CODE","IRPT_CAUS_CODE","EQP_CODE","CMI","POWEROFF","POWERRESTORE","RPR_ACTN_TYPE","RPR_ACTN_SUB_TYPE","RPR_ACTN_DS","A_PHAS_INVOLVED","B_PHAS_INVOLVED","C_PHAS_INVOLVED","TCKT_DVC_COOR","REPAIRACTIONCREATETIME","REPAIREDACTIONSTATEPLANEX","REPAIREDACTIONSTATEPLANEY","CRNT_ROW_FLAG"
"11073774","504761","445","N","LAT","LAT","310","188","104","10058","11-06-2016 20:45:00","11-07-2016 08:01:00","TMRepairActionRefuseLateral","General","Refuse C Lateral","","","","58122517705","11-07-2016 06:53:03","487115","864068","Y","11/6/2016 8:50:00 PM"
"11073774","504761","445","N","LAT","LAT","310","188","104","10058","11-06-2016 20:45:00","11-07-2016 08:01:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","58122517705","11-07-2016 06:53:03","487115","864068","Y","11/6/2016 8:50:00 PM"
"11073762","807734","446","N","SV","SNC","12","202","91","13","11-07-2016 02:02:00","11-07-2016 02:15:00","TMRepairActionReworkedConnections","General","Reworked Connections","","","","87359877801","11-06-2016 22:28:15","926719","549516","Y","11/6/2016 8:51:00 PM"
"11073396","804137","447","N","SV","SNC","23","197","105","472","11-06-2016 20:50:00","11-07-2016 04:42:00","TMRepairActionReplaceConductor","General","Replace 80 ft 2TPX SVC","N","N","N","86767814605","11-07-2016 00:21:31","895555","587579","Y","11/6/2016 8:52:00 PM"
"11073387","702435","448","N","TX","TX","66","190","0","180","11-06-2016 20:56:00","11-06-2016 21:56:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","87371915202","11-06-2016 22:04:35","925911","608145","Y","11/6/2016 8:56:00 PM"
"11073368","504666","449","N","LAT","LATU","0","197","0","11592","11-06-2016 21:11:00","11-07-2016 04:25:00","TMRepairActionReworkedConnections","General","Reworked Connections at Tx","","","","51680473502W","11-07-2016 00:09:44","164241","1154775","Y","11/6/2016 9:19:00 PM"
"11073368","504666","449","N","LAT","LATU","0","197","0","11592","11-06-2016 21:11:00","11-07-2016 04:25:00","TMRepairActionRunGroundstrap","General","Run Groundstrap","","","","51680473502W","11-07-2016 00:09:44","164241","1154775","Y","11/6/2016 9:19:00 PM"
"11073368","504666","449","N","LAT","LATU","0","197","0","11592","11-06-2016 21:11:00","11-07-2016 04:25:00","TMRepairActionReplaceConductor","General","Replace 525 ft 1/0A B PRI","N","Y","N","51680473502W","11-07-2016 04:42:13","164241","1154775","Y","11/6/2016 9:19:00 PM"
"11073368","504666","449","N","LAT","LATU","0","197","0","11592","11-06-2016 21:11:00","11-07-2016 04:25:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","51680473502W","11-07-2016 00:09:44","164241","1154775","Y","11/6/2016 9:19:00 PM"
"11073647","404936","451","N","LAT","LATU","0","11","0","2590","11-06-2016 21:24:00","11-06-2016 22:34:00","","","","","","","67154364504W","","913060","1022517","Y","11/6/2016 9:34:00 PM"
"11073423","102034","453","N","TX","TX","0","190","0","342","11-06-2016 21:41:00","11-06-2016 23:35:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","37221718403","11-07-2016 00:11:01","619752","1860024","Y","11/6/2016 9:50:00 PM"
"11073425","805134","455","N","TX","TX","66","190","0","616","11-06-2016 22:16:00","11-07-2016 00:50:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","86956521501","11-07-2016 01:06:07","904398","530918","Y","11/6/2016 10:18:00 PM"
"11073430","412062","465","N","SEC","TX","310","188","104","749","11-06-2016 23:26:00","11-07-2016 01:13:00","TMRepairActionRepairConductor","General","Repair 2A SEC","N","N","N","65793573300","11-07-2016 01:21:40","844137","1216719","Y","11/6/2016 11:36:00 PM"
"11073430","412062","465","N","SEC","TX","310","188","104","749","11-06-2016 23:26:00","11-07-2016 01:13:00","TMRepairActionReworkedConnections","General","Reworked Connections at Tx","","","","65793573300","11-07-2016 01:21:40","844137","1216719","Y","11/6/2016 11:36:00 PM"
"11073503","806931","466","N","SV","SNC","66","202","91","23","11-07-2016 03:36:00","11-07-2016 03:59:00","TMRepairActionReworkedConnections","General","Reworked Connections at Weatherhead","","","","86652022602","11-07-2016 04:08:57","886525","511256","Y","11/6/2016 11:52:00 PM"
"11074392","801735","2","N","TX","TX","0","190","0","700","11-07-2016 00:09:00","11-07-2016 01:19:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","86753505605","11-07-2016 01:22:57","894310","517922","Y","11/7/2016 12:09:00 AM"
"11074381","700237","5","Y","TX","TX","405","195","94","258","11-07-2016 00:42:00","11-07-2016 05:00:00","","","","","","","87472940306","","930973","610644","Y","11/7/2016 12:42:00 AM"
"11074387","100132","6","N","SV","SNC","0","188","91","40","11-07-2016 09:16:00","11-07-2016 09:56:00","TMRepairActionReplaceJumper","General","Replace Jumper 2TPX SVC","N","N","N","37905168507","11-07-2016 02:37:17","651961","1779741","Y","11/7/2016 1:24:00 AM"
"11074410","401036","7","Y","FDR","FDR","192","188","83","8568","11-07-2016 01:37:00","11-07-2016 02:05:00","TMRepairActionRepairConductor","General","Repair 568A A PRI","Y","N","N","67716892204","11-07-2016 01:34:34","945659","830943","Y","11/7/2016 1:26:00 AM"
"11074466","806334","9","N","TX","TX","0","21","0","875","11-07-2016 03:15:00","11-07-2016 06:10:00","TMRepairActionTrimTree","General","Trim/Remove Tree 2   0% Palms:","","","","87464234406","11-07-2016 04:10:39","928092","573026","Y","11/7/2016 3:17:00 AM"
"11074466","806334","9","N","TX","TX","0","21","0","875","11-07-2016 03:15:00","11-07-2016 06:10:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","87464234406","11-07-2016 04:10:39","928092","573026","Y","11/7/2016 3:17:00 AM"
"11074466","806334","9","N","TX","TX","0","21","0","875","11-07-2016 03:15:00","11-07-2016 06:10:00","TMRepairActionAccessable","General","See Comments","","","","87464234406","11-07-2016 04:10:39","928092","573026","Y","11/7/2016 3:17:00 AM"
"11074364","806533","10","N","TX","SNC","0","20","0","107","11-07-2016 03:19:00","11-07-2016 05:06:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","86647011509","11-07-2016 05:11:44","886256","485966","Y","11/7/2016 3:21:00 AM"
"11074364","806533","10","N","TX","SNC","0","20","0","107","11-07-2016 03:19:00","11-07-2016 05:06:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","86647011509","11-07-2016 05:11:44","886256","485966","Y","11/7/2016 3:21:00 AM"
"11074389","802931","13","N","TX","TX","0","197","102","1500","11-07-2016 03:51:00","11-07-2016 10:06:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","86953848606","11-07-2016 05:12:44","906136","519540","Y","11/7/2016 3:52:00 AM"
"11074389","802931","13","N","TX","TX","0","197","102","1500","11-07-2016 03:51:00","11-07-2016 10:06:00","TMRepairActionAccessable","General","See Comments","","","","86953848606","11-07-2016 05:12:44","906136","519540","Y","11/7/2016 3:52:00 AM"
"11074361","501131","16","Y","FDR","FDR","66","188","104","805","11-07-2016 05:22:00","11-07-2016 05:57:00","","","","","","","55817787916","","373437","839984","Y","11/7/2016 5:08:00 AM"
"11074383","301139","17","N","TX","SNC","0","20","0","152","11-07-2016 05:17:00","11-07-2016 06:33:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","25679855308","11-07-2016 06:40:44","134997","2143152","Y","11/7/2016 5:18:00 AM"
"11074383","301139","17","N","TX","SNC","0","20","0","152","11-07-2016 05:17:00","11-07-2016 06:33:00","TMRepairActionTrimTree","General","Trim/Remove Tree 2   0% Palms:","","","","25679855308","11-07-2016 06:40:44","134997","2143152","Y","11/7/2016 5:18:00 AM"
"11074393","803137","22","N","TX","SNC","67","197","0","238","11-07-2016 06:32:00","11-07-2016 10:30:00","TMRepairActionAccessable","General","See Comments","","","","85232341605","11-07-2016 08:49:41","817961","410807","Y","11/7/2016 6:34:00 AM"
"11074379","406165","23","N","TX","TX","0","20","0","764","11-07-2016 06:30:00","11-07-2016 09:41:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:  R/O","","","","66165339606","11-07-2016 08:37:13","862861","1080052","Y","11/7/2016 6:36:00 AM"
"11074609","411562","24","N","TX","TX","0","7","0","344","11-07-2016 06:33:00","11-07-2016 07:16:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","49201561208","11-07-2016 07:27:38","819668","1256002","Y","11/7/2016 6:39:00 AM"
"11074546","801834","26","N","TX","TX","0","25","0","436","11-07-2016 06:32:00","11-07-2016 08:21:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","87263339305","11-07-2016 08:29:25","918412","570208","Y","11/7/2016 6:41:00 AM"
"11074382","706663","27","N","LAT","LATU","260","190","0","29489","11-07-2016 06:41:00","11-07-2016 10:40:00","TMRepairActionRefuseLateral","General","Refuse B Lateral","","","","86680498403","11-07-2016 11:02:52","888094","654697","Y","11/7/2016 6:43:00 AM"
"11074382","706663","27","N","LAT","LATU","260","190","0","29489","11-07-2016 06:41:00","11-07-2016 10:40:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","86680498403","11-07-2016 11:02:52","888094","654697","Y","11/7/2016 6:43:00 AM"
"11074610","500761","28","N","TX","SNC","0","7","0","110","11-07-2016 06:39:00","11-07-2016 08:29:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","52641842109","11-07-2016 10:25:27","214757","958425","Y","11/7/2016 6:44:00 AM"
"11074548","203541","34","N","TX","SNC","0","7","0","53","11-07-2016 06:59:00","11-07-2016 07:52:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","48122097009","11-07-2016 07:57:26","761565","1364429","Y","11/7/2016 7:01:00 AM"
"11074384","705463","35","N","LAT","LATU","303","190","111","7650","11-07-2016 07:01:00","11-07-2016 09:34:00","","","","","","","86888573001W","","898581","691511","Y","11/7/2016 7:03:00 AM"
"11074608","807632","36","N","TX","SNCU","0","7","0","118","11-07-2016 07:03:00","11-07-2016 09:01:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","86146940505","11-07-2016 09:35:56","865919","480479","Y","11/7/2016 7:04:00 AM"
"11074538","408865","37","N","TX","LATU","0","197","0","602","11-07-2016 06:56:00","11-07-2016 08:22:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","67315240600","11-07-2016 08:27:53","922408","825424","Y","11/7/2016 7:06:00 AM"
"11074607","500239","39","N","TX","TXU","0","188","93","528","11-07-2016 07:10:00","11-07-2016 09:22:00","TMRepairActionReplaceSwitch","General","Replace 13 KV switch","","","","51478255807","11-07-2016 08:44:56","153038","1145823","Y","11/7/2016 7:13:00 AM"
"11074607","500239","39","N","TX","TXU","0","188","93","528","11-07-2016 07:10:00","11-07-2016 09:22:00","TMRepairActionAccessable","General","See Comments","","","","51478255807","11-07-2016 08:44:56","153038","1145823","Y","11/7/2016 7:13:00 AM"
"11074600","508861","40","N","TX","TX","0","25","0","208","11-07-2016 07:03:00","11-07-2016 08:47:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","53552693907","11-07-2016 08:53:12","259219","1013906","Y","11/7/2016 7:14:00 AM"
"11074712","704938","45","N","SV","SNCU","67","189","111","386","11-07-2016 10:31:00","11-07-2016 16:57:00","TMRepairActionRunGroundstrap","General","Run Groundstrap","","","","87692878602","11-07-2016 13:15:52","939498","714559","Y","11/7/2016 7:15:00 AM"
"11074712","704938","45","N","SV","SNCU","67","189","111","386","11-07-2016 10:31:00","11-07-2016 16:57:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","87692878602","11-07-2016 13:15:52","939498","714559","Y","11/7/2016 7:15:00 AM"
"11074712","704938","45","N","SV","SNCU","67","189","111","386","11-07-2016 10:31:00","11-07-2016 16:57:00","TMRepairActionSpliceConductor","General","Splice 1/0A SVC","N","N","N","87692878602","11-07-2016 13:15:52","939498","714559","Y","11/7/2016 7:15:00 AM"
"11074362","803637","41","N","SV","NLS","66","20","91","318","11-07-2016 07:12:00","11-07-2016 12:30:00","TMRepairActionReplaceConductor","General","Replace 90 ft 4TPX SVC","N","N","N","87060253802","11-07-2016 09:19:00","907859","552203","Y","11/7/2016 7:15:00 AM"
"11074539","703542","42","N","SV","SNC","310","188","105","362","11-07-2016 12:50:00","11-07-2016 18:52:00","TMRepairActionReplaceConductor","General","Replace 80 ft 2TPX SVC","N","N","N","87892464804","11-07-2016 12:55:56","947525","712838","Y","11/7/2016 7:15:00 AM"
"11074529","701038","47","N","SV","SNC","66","188","91","173","11-07-2016 08:21:00","11-07-2016 11:14:00","TMRepairActionReworkedConnections","General","Reworked Connections at Weatherhead","","","","87790785303","11-07-2016 11:56:55","944321","702996","Y","11/7/2016 7:15:00 AM"
"11074362","803637","41","N","SV","NLS","66","20","91","318","11-07-2016 07:12:00","11-07-2016 12:30:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","87060253802","11-07-2016 09:19:00","907859","552203","Y","11/7/2016 7:15:00 AM"
"11074539","703542","42","N","SV","SNC","310","188","105","362","11-07-2016 12:50:00","11-07-2016 18:52:00","TMRepairActionReplaceJumper","General","Replace Jumper 2TPX SVC","N","N","N","87892464804","11-07-2016 12:55:56","947525","712838","Y","11/7/2016 7:15:00 AM"
"11074630","805633","49","N","TX","TX","0","190","0","374","11-07-2016 07:14:00","11-07-2016 10:21:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","86149909901","11-07-2016 10:40:22","866235","500213","Y","11/7/2016 7:16:00 AM"
"11074666","700137","50","N","LAT","TX","66","189","134","705","11-07-2016 07:17:00","11-07-2016 11:12:00","TMRepairActionAccessable","General","See Comments","","","","87680257802","11-07-2016 08:56:00","937212","654211","Y","11/7/2016 7:17:00 AM"
"11074367","106863","53","N","SV","SNCU","0","6","91","283","11-07-2016 12:03:00","11-07-2016 16:46:00","TMRepairActionRunGroundstrap","General","Run Groundstrap","","","","36734313206","11-07-2016 13:59:06","592689","1921756","Y","11/7/2016 7:21:00 AM"
"11074367","106863","53","N","SV","SNCU","0","6","91","283","11-07-2016 12:03:00","11-07-2016 16:46:00","TMRepairActionSetPowerTemp","General","Set Powertemp #","","","","36734313206","11-07-2016 13:59:06","592689","1921756","Y","11/7/2016 7:21:00 AM"
"11074367","106863","53","N","SV","SNCU","0","6","91","283","11-07-2016 12:03:00","11-07-2016 16:46:00","TMRepairActionRemovePowerTemp","General","Remove Powertemp","","","","36734313206","11-07-2016 13:59:06","592689","1921756","Y","11/7/2016 7:21:00 AM"
"11074367","106863","53","N","SV","SNCU","0","6","91","283","11-07-2016 12:03:00","11-07-2016 16:46:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","36734313206","11-07-2016 13:59:06","592689","1921756","Y","11/7/2016 7:21:00 AM"
"11074537","407335","54","N","TX","TX","66","188","86","136","11-07-2016 07:20:00","11-07-2016 08:28:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","67741878805","11-07-2016 08:38:33","945627","959583","Y","11/7/2016 7:22:00 AM"
"11074537","407335","54","N","TX","TX","66","188","86","136","11-07-2016 07:20:00","11-07-2016 08:28:00","TMRepairActionReplaceArrestor","General","Replace 10 KV arrestor","","","","67741878805","11-07-2016 08:38:33","945627","959583","Y","11/7/2016 7:22:00 AM"
"11074620","704134","57","N","LAT","LAT","66","188","93","7938","11-07-2016 07:27:00","11-07-2016 10:09:00","TMRepairActionAccessable","General","See Comments","","","","87771928404","11-07-2016 08:36:31","945949","609892","Y","11/7/2016 7:27:00 AM"
"11074620","704134","57","N","LAT","LAT","66","188","93","7938","11-07-2016 07:27:00","11-07-2016 10:09:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","87771928404","11-07-2016 08:36:31","945949","609892","Y","11/7/2016 7:27:00 AM"
"11074620","704134","57","N","LAT","LAT","66","188","93","7938","11-07-2016 07:27:00","11-07-2016 10:09:00","TMRepairActionReplaceSwitch","General","Replace 13 KV switch","","","","87771928404","11-07-2016 08:34:29","945949","609892","Y","11/7/2016 7:27:00 AM"
"11074621","704133","58","N","TX","SNC","0","190","0","93","11-07-2016 07:31:00","11-07-2016 09:04:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","87470647601","11-07-2016 09:24:20","929527","604350","Y","11/7/2016 7:32:00 AM"
"11074632","810566","62","N","TX","SNC","66","20","93","256","11-07-2016 07:39:00","11-07-2016 11:55:00","TMRepairActionReplaceCutout","General","Replace Cutout","","","","85349321007","11-07-2016 09:28:38","822753","496343","Y","11/7/2016 7:41:00 AM"
"11074632","810566","62","N","TX","SNC","66","20","93","256","11-07-2016 07:39:00","11-07-2016 11:55:00","TMRepairActionReplaceSwitch","General","Replace 23 KV switch","","","","85349321007","11-07-2016 09:10:39","822753","496343","Y","11/7/2016 7:41:00 AM"
"11074632","810566","62","N","TX","SNC","66","20","93","256","11-07-2016 07:39:00","11-07-2016 11:55:00","TMRepairActionTrimTree","General","Trim/Remove Tree 5   0% Palms:","","","","85349321007","11-07-2016 09:10:39","822753","496343","Y","11/7/2016 7:41:00 AM"
"11074623","405867","65","N","TX","SNC","0","190","0","87","11-07-2016 07:43:00","11-07-2016 09:10:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","67704275205","11-07-2016 09:13:57","942583","772797","Y","11/7/2016 7:46:00 AM"
"11074702","502063","67","N","TX","TX","0","7","0","1170","11-07-2016 07:45:00","11-07-2016 09:55:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","54242331509","11-07-2016 10:09:47","292028","962502","Y","11/7/2016 7:47:00 AM"
"11074701","804837","69","N","LAT","LAT","0","190","0","690","11-07-2016 07:50:00","11-07-2016 08:59:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","87168543018","11-07-2016 09:13:12","914278","592192","Y","11/7/2016 7:50:00 AM"
"11074368","507363","72","N","TX","SNCU","0","190","0","72","11-07-2016 07:51:00","11-07-2016 09:03:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","78093582709","11-07-2016 09:14:14","481463","716536","Y","11/7/2016 7:52:00 AM"
"11074826","806333","82","N","TX","TX","66","7","93","410","11-07-2016 08:03:00","11-07-2016 09:25:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","87464337302","11-07-2016 09:34:56","928675","574493","Y","11/7/2016 8:05:00 AM"
"11074633","406536","85","N","TX","LAT","0","7","0","18","11-07-2016 08:06:00","11-07-2016 08:12:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","67713949302","11-07-2016 10:03:41","945980","819749","Y","11/7/2016 8:08:00 AM"
"11074704","502166","92","Y","TX","TX","401","195","94","275","11-07-2016 08:12:00","11-07-2016 09:07:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","76495425609","11-08-2016 06:44:16","400852","728647","Y","11/7/2016 8:12:00 AM"
"11074838","500239","96","Y","TX","TX","401","195","81","174","11-07-2016 08:39:00","11-07-2016 11:33:00","","","","","","","51379346409","","148716","1151160","Y","11/7/2016 8:15:00 AM"
"11074696","205932","99","N","TX","SNC","0","190","0","161","11-07-2016 08:18:00","11-07-2016 10:59:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","43572329201","11-07-2016 11:06:23","533556","1614432","Y","11/7/2016 8:18:00 AM"
"11074841","804439","105","N","TX","TX","0","193","0","2163","11-07-2016 08:40:00","11-07-2016 10:23:00","TMRepairActionReworkedConnections","General","Reworked Connections at MLS","","","","87655201106","11-07-2016 09:35:42","938675","526152","Y","11/7/2016 8:20:00 AM"
"11074841","804439","105","N","TX","TX","0","193","0","2163","11-07-2016 08:40:00","11-07-2016 10:23:00","TMRepairActionReworkedConnections","General","Reworked Connections at Meter","","","","87655201106","11-07-2016 09:35:42","938675","526152","Y","11/7/2016 8:20:00 AM"
"11074867","100934","112","N","TX","TX","0","20","0","138","11-07-2016 08:19:00","11-07-2016 09:05:00","TMRepairActionRefuseLateral","General","Refuse C Lateral","","","","37902821200","11-07-2016 09:09:54","655317","1761085","Y","11/7/2016 8:28:00 AM"
"11074867","100934","112","N","TX","TX","0","20","0","138","11-07-2016 08:19:00","11-07-2016 09:05:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","37902821200","11-07-2016 09:09:54","655317","1761085","Y","11/7/2016 8:28:00 AM"
"11074815","806835","115","N","TX","TX","0","20","0","1125","11-07-2016 08:23:00","11-07-2016 12:08:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","86761579108","11-07-2016 09:04:18","894323","559870","Y","11/7/2016 8:32:00 AM"
"11074815","806835","115","N","TX","TX","0","20","0","1125","11-07-2016 08:23:00","11-07-2016 12:08:00","TMRepairActionTrimTree","General","Trim/Remove Tree 15   33% Palms:  R/O","","","","86761579108","11-07-2016 09:03:03","894323","559870","Y","11/7/2016 8:32:00 AM"
"11074815","806835","115","N","TX","TX","0","20","0","1125","11-07-2016 08:23:00","11-07-2016 12:08:00","TMRepairActionAccessable","General","See Comments","","","","86761579108","11-07-2016 09:04:29","894323","559870","Y","11/7/2016 8:32:00 AM"
"11074815","806835","115","N","TX","TX","0","20","0","1125","11-07-2016 08:23:00","11-07-2016 12:08:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86761579108","11-07-2016 09:03:03","894323","559870","Y","11/7/2016 8:32:00 AM"
"11074889","805740","124","N","SV","TX","66","20","91","158","11-07-2016 12:24:00","11-07-2016 13:43:00","TMRepairActionReworkedConnections","General","Reworked Connections","","","","86550384606","11-07-2016 12:37:57","883520","502509","Y","11/7/2016 8:37:00 AM"
"11074889","805740","124","N","SV","TX","66","20","91","158","11-07-2016 12:24:00","11-07-2016 13:43:00","TMRepairActionOpenNeutral","General","Open Neutral","","","","86550384606","11-07-2016 12:37:57","883520","502509","Y","11/7/2016 8:37:00 AM"
"11074830","800634","125","N","SV","NLS","0","183","91","69","11-07-2016 17:36:00","11-07-2016 18:45:00","","","","","","","87159571101","","915019","545891","Y","11/7/2016 8:38:00 AM"
"11074823","701434","126","N","TX","SNC","66","25","93","205","11-07-2016 08:37:00","11-07-2016 12:02:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","87776514209","11-07-2016 12:14:15","943675","632513","Y","11/7/2016 8:39:00 AM"
"11074823","701434","126","N","TX","SNC","66","25","93","205","11-07-2016 08:37:00","11-07-2016 12:02:00","TMRepairActionTrimTree","General","Trim/Remove Tree 3   0% Palms:","","","","87776514209","11-07-2016 12:14:15","943675","632513","Y","11/7/2016 8:39:00 AM"
"11074823","701434","126","N","TX","SNC","66","25","93","205","11-07-2016 08:37:00","11-07-2016 12:02:00","TMRepairActionAccessable","General","See Comments","","","","87776514209","11-07-2016 12:14:15","943675","632513","Y","11/7/2016 8:39:00 AM"
"11074932","407166","136","Y","TX","TX","403","195","0","123","11-07-2016 08:45:00","11-07-2016 10:48:00","","","","","","","66755489302","","893655","1029834","Y","11/7/2016 8:45:00 AM"
"11074834","400834","139","N","SEC","SNC","310","21","105","366","11-07-2016 08:43:00","11-07-2016 14:49:00","","","","","","","64433109206","","776731","919736","Y","11/7/2016 8:46:00 AM"
"11074579","803436","140","N","TX","SNCU","66","188","91","57","11-07-2016 18:13:00","11-07-2016 19:10:00","TMRepairActionAccessable","General","See Comments","","","","87360425209","11-07-2016 14:31:52","924350","553217","Y","11/7/2016 8:48:00 AM"
"11074854","500437","142","Y","TX","TX","67","195","81","390","11-07-2016 08:56:00","11-07-2016 12:11:00","","","","","","","51667891207","","165913","1088429","Y","11/7/2016 8:48:00 AM"
"11074579","803436","140","N","TX","SNCU","66","188","91","57","11-07-2016 18:13:00","11-07-2016 19:10:00","TMRepairActionReworkedConnections","General","Reworked Connections","","","","87360425209","11-07-2016 14:31:52","924350","553217","Y","11/7/2016 8:48:00 AM"
"11074850","507266","141","Y","TX","TX","405","195","0","162","11-07-2016 08:48:00","11-07-2016 11:30:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","56210258703","11-08-2016 06:51:53","390591","805318","Y","11/7/2016 8:48:00 AM"
"11074579","803436","140","N","TX","SNCU","66","188","91","57","11-07-2016 18:13:00","11-07-2016 19:10:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","87360425209","11-07-2016 14:31:52","924350","553217","Y","11/7/2016 8:48:00 AM"
"11074931","505562","144","N","LAT","LATU","264","189","111","5122","11-07-2016 13:01:00","11-07-2016 16:18:00","TMRepairActionSpliceConductor","General","Splice 1/0A A PRI","Y","N","N","51561399604","11-07-2016 13:27:14","158188","1062591","Y","11/7/2016 8:49:00 AM"
"11074931","505562","144","N","LAT","LATU","264","189","111","5122","11-07-2016 13:01:00","11-07-2016 16:18:00","TMRepairActionReplaceConductor","General","Replace 250 ft 1/0A A PRI","Y","N","N","51561399604","11-07-2016 13:27:14","158188","1062591","Y","11/7/2016 8:49:00 AM"
"11075028","102232","151","N","SV","SNC","66","6","105","101","11-07-2016 12:49:00","11-07-2016 14:30:00","TMRepairActionSpliceConductor","General","Splice 1/0TPX SVC","N","N","N","37604775405","11-07-2016 11:37:43","639972","1773280","Y","11/7/2016 8:54:00 AM"
"11074520","802835","155","Y","TX","TX","401","195","91","986","11-07-2016 10:37:00","11-07-2016 13:26:00","","","","","","","87563279307","","933387","570497","Y","11/7/2016 8:57:00 AM"
"11075036","808933","159","Y","TX","TXU","401","195","94","689","11-07-2016 09:03:00","11-07-2016 09:56:00","","","","","","","86351077905","","871786","509012","Y","11/7/2016 9:00:00 AM"
"11075061","106661","162","N","SEC","SNC","0","202","91","119","11-07-2016 09:01:00","11-07-2016 11:00:00","TMRepairActionReworkedConnections","General","Reworked Connections at Weatherhead","","","","37210493103","11-07-2016 11:09:27","618634","1802166","Y","11/7/2016 9:01:00 AM"
"11075061","106661","162","N","SEC","SNC","0","202","91","119","11-07-2016 09:01:00","11-07-2016 11:00:00","TMRepairActionReworkedConnections","General","Reworked Connections at Pole","","","","37210493103","11-07-2016 11:09:27","618634","1802166","Y","11/7/2016 9:01:00 AM"
"11075117","102731","165","Y","TX","TX","401","195","94","16","11-07-2016 09:03:00","11-07-2016 09:19:00","","","","","","","32333174901","","372123","1917714","Y","11/7/2016 9:03:00 AM"
"11074939","802432","169","Y","TX","TX","401","195","94","1183","11-07-2016 09:40:00","11-07-2016 11:11:00","","","","","","","86649363101","","888431","496911","Y","11/7/2016 9:04:00 AM"
"11074981","807931","182","N","SV","SNCU","301","189","111","416","11-07-2016 09:08:00","11-07-2016 16:04:00","TMRepairActionReplaceConductor","General","Replace 150 ft 1/0A SVC","N","N","N","86565585106","11-07-2016 10:49:45","884412","577906","Y","11/7/2016 9:10:00 AM"
"11074981","807931","182","N","SV","SNCU","301","189","111","416","11-07-2016 09:08:00","11-07-2016 16:04:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","86565585106","11-07-2016 10:49:45","884412","577906","Y","11/7/2016 9:10:00 AM"
"11074981","807931","182","N","SV","SNCU","301","189","111","416","11-07-2016 09:08:00","11-07-2016 16:04:00","TMRepairActionReplaceJumper","General","Replace Jumper 1/0A SVC","N","N","N","86565585106","11-07-2016 10:49:45","884412","577906","Y","11/7/2016 9:10:00 AM"
