"DW_TCKT_KEY","FDR_NUM","TRBL_TCKT_NUM","GRN_TCKT_FLAG","IRPT_TYPE_CODE","TCKT_TYPE_CODE","SUPT_CODE","IRPT_CAUS_CODE","EQP_CODE","CMI","POWEROFF","POWERRESTORE","RPR_ACTN_TYPE","RPR_ACTN_SUB_TYPE","RPR_ACTN_DS","A_PHAS_INVOLVED","B_PHAS_INVOLVED","C_PHAS_INVOLVED","TCKT_DVC_COOR","REPAIRACTIONCREATETIME","REPAIREDACTIONSTATEPLANEX","REPAIREDACTIONSTATEPLANEY","CRNT_ROW_FLAG"
"11135445","704134","27","Y","FDR","FDR","413","188","92","45088","01-01-2017 02:20:00","01-01-2017 03:00:00","TMRepairActionRecloseBreaker","General","Reclose Breaker","","","","87571691301","01-01-2017 03:47:27","934762","606121","Y","1/1/2017 2:22:00 AM"
"11135445","704134","27","Y","FDR","FDR","413","188","92","45088","01-01-2017 02:20:00","01-01-2017 03:00:00","TMRepairActionReplaceArrestor","General","Replace 10 KV arrestor, SS","","","","87571691301","01-01-2017 03:46:10","934762","606121","Y","1/1/2017 2:22:00 AM"
"11135445","704134","27","Y","FDR","FDR","413","188","92","45088","01-01-2017 02:20:00","01-01-2017 03:00:00","TMRepairActionReplaceArrestor","General","Replace 10 KV arrestor, SS","","","","87571691301","01-01-2017 03:46:10","935156","605761","Y","1/1/2017 2:22:00 AM"
"11135445","704134","27","Y","FDR","FDR","413","188","92","45088","01-01-2017 02:20:00","01-01-2017 03:00:00","TMRepairActionReplaceSwitch","General","Replace 13 KV switch","","","","87571691301","01-01-2017 03:47:15","935156","605761","Y","1/1/2017 2:22:00 AM"
"11135445","704134","27","Y","FDR","FDR","413","188","92","45088","01-01-2017 02:20:00","01-01-2017 03:00:00","TMRepairActionRecloseBreaker","General","Reclose Breaker","","","","87571691301","01-01-2017 03:47:27","935156","605761","Y","1/1/2017 2:22:00 AM"
"11135412","208763","29","N","SEC","TXU","301","189","111","562","01-01-2017 02:34:00","01-01-2017 07:15:00","TMRepairActionRunGroundstrap","General","Run Groundstrap","","","","49008460605","01-01-2017 04:58:38","809231","1291429","Y","1/1/2017 3:06:00 AM"
"11135412","208763","29","N","SEC","TXU","301","189","111","562","01-01-2017 02:34:00","01-01-2017 07:15:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","49008460605","01-01-2017 04:58:38","809231","1291429","Y","1/1/2017 3:06:00 AM"
"11135412","208763","29","N","SEC","TXU","301","189","111","562","01-01-2017 02:34:00","01-01-2017 07:15:00","TMRepairActionReplaceConductor","General","Replace 75 ft 1/0TPX SEC","N","N","N","49008460605","01-01-2017 04:58:38","809231","1291429","Y","1/1/2017 3:06:00 AM"
"11135414","801735","31","N","SV","SNC","0","188","91","72","01-01-2017 07:45:00","01-01-2017 08:57:00","TMRepairActionTrimTree","General","Trim/Remove Tree 2   50% Palms:  R/O","","","","86753336901","01-01-2017 09:29:53","893431","518425","Y","1/1/2017 3:21:00 AM"
"11135414","801735","31","N","SV","SNC","0","188","91","72","01-01-2017 07:45:00","01-01-2017 08:57:00","TMRepairActionReworkedConnections","General","Reworked Connections at Weatherhead","","","","86753336901","01-01-2017 09:29:53","893431","518425","Y","1/1/2017 3:21:00 AM"
"11135414","801735","31","N","SV","SNC","0","188","91","72","01-01-2017 07:45:00","01-01-2017 08:57:00","TMRepairActionRepairConductor","General","Repair 1/0TPX SVC","N","N","N","86753336901","01-01-2017 09:29:53","893431","518425","Y","1/1/2017 3:21:00 AM"
"11135414","801735","31","N","SV","SNC","0","188","91","72","01-01-2017 07:45:00","01-01-2017 08:57:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86753336901","01-01-2017 09:29:53","893431","518425","Y","1/1/2017 3:21:00 AM"
"11135410","503433","32","N","TX","TX","0","11","0","261","01-01-2017 03:21:00","01-01-2017 04:48:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","52347426901","01-01-2017 04:54:38","197850","990959","Y","1/1/2017 3:29:00 AM"
"11135410","503433","32","N","TX","TX","0","11","0","261","01-01-2017 03:21:00","01-01-2017 04:48:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","52347426901","01-01-2017 04:54:38","197850","990959","Y","1/1/2017 3:29:00 AM"
"11135450","502636","35","N","TX","SNCU","0","21","0","111","01-01-2017 03:42:00","01-01-2017 04:19:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","55716568309","01-01-2017 04:25:32","367309","835290","Y","1/1/2017 3:51:00 AM"
"11135450","502636","35","N","TX","SNCU","0","21","0","111","01-01-2017 03:42:00","01-01-2017 04:19:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","55716568309","01-01-2017 04:25:32","367309","835290","Y","1/1/2017 3:51:00 AM"
"11135404","400735","37","N","TX","TXU","265","189","111","5066","01-01-2017 04:06:00","01-01-2017 09:04:00","TMRepairActionSpliceConductor","General","Splice 1/0A C PRI","N","N","Y","87995678102","01-01-2017 07:00:58","954587","729251","Y","1/1/2017 4:15:00 AM"
"11135404","400735","37","N","TX","TXU","265","189","111","5066","01-01-2017 04:06:00","01-01-2017 09:04:00","TMRepairActionRunGroundstrap","General","Run Groundstrap","","","","87995678102","01-01-2017 07:00:58","954587","729251","Y","1/1/2017 4:15:00 AM"
"11135404","400735","37","N","TX","TXU","265","189","111","5066","01-01-2017 04:06:00","01-01-2017 09:04:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","87995678102","01-01-2017 07:00:58","954587","729251","Y","1/1/2017 4:15:00 AM"
"11135409","503265","40","N","LAT","LAT","192","190","93","11481","01-01-2017 04:15:00","01-01-2017 05:44:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","53647067902","01-01-2017 12:46:22","260953","991040","Y","1/1/2017 4:23:00 AM"
"11135409","503265","40","N","LAT","LAT","192","190","93","11481","01-01-2017 04:15:00","01-01-2017 05:44:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","53647067902","01-01-2017 12:46:22","260959","991049","Y","1/1/2017 4:23:00 AM"
"11135446","806932","41","N","TX","TX","0","20","0","1337","01-01-2017 04:18:00","01-01-2017 07:29:00","TMRepairActionTrimTree","General","Trim/Remove Tree 3   100% Palms:","","","","86651417301","01-01-2017 07:31:41","888695","508640","Y","1/1/2017 4:26:00 AM"
"11135446","806932","41","N","TX","TX","0","20","0","1337","01-01-2017 04:18:00","01-01-2017 07:29:00","TMRepairActionAccessable","General","See Comments","","","","86651417301","01-01-2017 07:31:41","888695","508640","Y","1/1/2017 4:26:00 AM"
"11135446","806932","41","N","TX","TX","0","20","0","1337","01-01-2017 04:18:00","01-01-2017 07:29:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86651417301","01-01-2017 07:31:41","888695","508640","Y","1/1/2017 4:26:00 AM"
"11135446","806932","41","N","TX","TX","0","20","0","1337","01-01-2017 04:18:00","01-01-2017 07:29:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","86651417301","01-01-2017 07:31:41","888695","508640","Y","1/1/2017 4:26:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","86248297306","01-01-2017 09:40:40","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:  R/O","","","","86248297306","01-01-2017 10:30:14","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionReplaceSwitch","General","Replace 13 KV switch","","","","86248297306","01-01-2017 09:40:40","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionReplaceConductor","General","Replace 11 ft 2A SEC","N","N","N","86248297306","01-01-2017 08:14:15","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionWrapperTransformer","Transformer","Replaced Transformer","","","","86248297306","01-01-2017 13:40:55","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionReplacePole","General","Replace 3 40/3 pole","","","","86248297306","01-01-2017 13:40:21","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","86248297306","01-01-2017 09:41:16","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionWrapperTransformer","Transformer","Replaced Transformer","","","","86248297306","01-01-2017 13:40:21","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135489","805635","55","N","TX","LAT","310","188","104","4020","01-01-2017 06:39:00","01-01-2017 13:21:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86248297306","01-01-2017 10:30:14","867907","493841","Y","1/1/2017 6:47:00 AM"
"11135434","806535","56","N","LAT","LAT","0","197","0","6273","01-01-2017 07:00:00","01-01-2017 11:11:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","86647480304","01-01-2017 11:14:53","888601","485200","Y","1/1/2017 7:00:00 AM"
"11135434","806535","56","N","LAT","LAT","0","197","0","6273","01-01-2017 07:00:00","01-01-2017 11:11:00","TMRepairActionAccessable","General","See Comments","","","","86647480304","01-01-2017 09:42:22","888601","485200","Y","1/1/2017 7:00:00 AM"
"11135434","806535","56","N","LAT","LAT","0","197","0","6273","01-01-2017 07:00:00","01-01-2017 11:11:00","TMRepairActionRefuseLateral","General","Refuse C Lateral","","","","86647480304","01-01-2017 11:03:41","888601","485200","Y","1/1/2017 7:00:00 AM"
"11135362","208861","58","N","TX","TX","0","7","0","384","01-01-2017 06:56:00","01-01-2017 08:32:00","","","","","","","48029746900","","759129","1399412","Y","1/1/2017 7:06:00 AM"
"11135440","700639","59","N","TX","SNCU","310","20","93","286","01-01-2017 07:07:00","01-01-2017 11:53:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","87780546802","01-01-2017 08:22:53","943715","653884","Y","1/1/2017 7:07:00 AM"
"11135440","700639","59","N","TX","SNCU","310","20","93","286","01-01-2017 07:07:00","01-01-2017 11:53:00","TMRepairActionTrimTree","General","Trim/Remove Tree 3   33% Palms:","","","","87780546802","01-01-2017 08:17:17","943715","653884","Y","1/1/2017 7:07:00 AM"
"11135462","802135","60","N","TX","TX","66","25","93","7749","01-01-2017 07:07:00","01-01-2017 11:54:00","TMRepairActionTrimTree","General","Trim/Remove Tree 6   0% Palms:  R/O","","","","87357210205","01-01-2017 08:50:43","923464","535532","Y","1/1/2017 7:08:00 AM"
"11135462","802135","60","N","TX","TX","66","25","93","7749","01-01-2017 07:07:00","01-01-2017 11:54:00","TMRepairActionRefuseTransformer","General","Refuse standard B ph TX","","","","87357210205","01-01-2017 08:52:33","923464","535532","Y","1/1/2017 7:08:00 AM"
"11135365","801231","62","N","TX","LATU","0","190","0","186","01-01-2017 07:14:00","01-01-2017 08:16:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","86963446608","01-01-2017 08:21:04","903653","568676","Y","1/1/2017 7:14:00 AM"
"11135453","201034","63","N","LAT","LATU","0","190","0","4248","01-01-2017 07:07:00","01-01-2017 08:06:00","TMRepairActionRefuseLateral","General","Refuse C Lateral","","","","48227814203","01-01-2017 08:16:48","769968","1388132","Y","1/1/2017 7:14:00 AM"
"11135421","401131","65","N","SV","SNCU","301","189","111","236","01-01-2017 07:23:00","01-01-2017 11:19:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","67058746101","01-01-2017 10:08:25","910056","1043303","Y","1/1/2017 7:26:00 AM"
"11135421","401131","65","N","SV","SNCU","301","189","111","236","01-01-2017 07:23:00","01-01-2017 11:19:00","TMRepairActionRunGroundstrap","General","Run Groundstrap","","","","67058746101","01-01-2017 10:08:25","910056","1043303","Y","1/1/2017 7:26:00 AM"
"11135421","401131","65","N","SV","SNCU","301","189","111","236","01-01-2017 07:23:00","01-01-2017 11:19:00","TMRepairActionSetPowerTemp","General","Set Powertemp #x","","","","67058746101","01-01-2017 10:08:25","910056","1043303","Y","1/1/2017 7:26:00 AM"
"11135421","401131","65","N","SV","SNCU","301","189","111","236","01-01-2017 07:23:00","01-01-2017 11:19:00","TMRepairActionRemovePowerTemp","General","Remove Powertemp","","","","67058746101","01-01-2017 10:08:25","910056","1043303","Y","1/1/2017 7:26:00 AM"
"11135421","401131","65","N","SV","SNCU","301","189","111","236","01-01-2017 07:23:00","01-01-2017 11:19:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","67058746101","01-25-2017 10:33:15","910056","1043303","Y","1/1/2017 7:26:00 AM"
"11135455","805234","67","N","TX","TX","0","20","0","750","01-01-2017 07:21:00","01-01-2017 09:51:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","87052471804","01-01-2017 09:59:14","909395","511178","Y","1/1/2017 7:27:00 AM"
"11135455","805234","67","N","TX","TX","0","20","0","750","01-01-2017 07:21:00","01-01-2017 09:51:00","TMRepairActionReplaceArrestor","General","Replace 10 KV arrestor","","","","87052471804","01-01-2017 09:59:14","909395","511178","Y","1/1/2017 7:27:00 AM"
"11135364","500431","66","N","TX","TX","0","7","0","312","01-01-2017 07:19:00","01-01-2017 08:11:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","51767285801","01-01-2017 08:16:16","167942","1090596","Y","1/1/2017 7:27:00 AM"
"11135455","805234","67","N","TX","TX","0","20","0","750","01-01-2017 07:21:00","01-01-2017 09:51:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","87052471804","01-01-2017 09:59:14","909395","511178","Y","1/1/2017 7:27:00 AM"
"11135366","401532","68","N","SEC","SNC","310","20","105","114","01-01-2017 09:19:00","01-01-2017 11:13:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","66177858301","01-01-2017 12:04:23","865414","1139328","Y","1/1/2017 7:33:00 AM"
"11135366","401532","68","N","SEC","SNC","310","20","105","114","01-01-2017 09:19:00","01-01-2017 11:13:00","TMRepairActionOpenNeutral","General","Open Neutral","","","","66177858301","01-01-2017 12:04:23","865414","1139328","Y","1/1/2017 7:33:00 AM"
"11135366","401532","68","N","SEC","SNC","310","20","105","114","01-01-2017 09:19:00","01-01-2017 11:13:00","TMRepairActionReworkedConnections","General","Reworked Connections at Meter","","","","66177858301","01-01-2017 12:04:23","865414","1139328","Y","1/1/2017 7:33:00 AM"
"11135366","401532","68","N","SEC","SNC","310","20","105","114","01-01-2017 09:19:00","01-01-2017 11:13:00","TMRepairActionReworkedConnections","General","Reworked Connections at Pole","","","","66177858301","01-01-2017 12:04:23","865414","1139328","Y","1/1/2017 7:33:00 AM"
"11135366","401532","68","N","SEC","SNC","310","20","105","114","01-01-2017 09:19:00","01-01-2017 11:13:00","TMRepairActionRepairConductor","General","Repair 1/0TPX SEC","N","N","N","66177858301","01-01-2017 12:04:23","865414","1139328","Y","1/1/2017 7:33:00 AM"
"11135366","401532","68","N","SEC","SNC","310","20","105","114","01-01-2017 09:19:00","01-01-2017 11:13:00","TMRepairActionReworkedConnections","General","Reworked Connections at Weatherhead","","","","66177858301","01-01-2017 12:04:23","865414","1139328","Y","1/1/2017 7:33:00 AM"
"11135426","309331","72","N","LAT","LAT","0","7","93","1248","01-01-2017 07:40:00","01-01-2017 08:58:00","TMRepairActionRefuseLateral","General","Refuse A Lateral","","","","24977068705","01-01-2017 09:06:47","95705","2135915","Y","1/1/2017 7:57:00 AM"
"11135436","201731","73","N","TX","TX","0","7","0","160","01-01-2017 07:55:00","01-01-2017 08:35:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","48038888606","01-01-2017 08:39:07","760060","1445523","Y","1/1/2017 8:02:00 AM"
"11135377","810063","74","N","TX","TX","0","20","0","372","01-01-2017 08:00:00","01-01-2017 10:04:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","85435247908","01-01-2017 10:25:06","827445","429264","Y","1/1/2017 8:07:00 AM"
"11135377","810063","74","N","TX","TX","0","20","0","372","01-01-2017 08:00:00","01-01-2017 10:04:00","TMRepairActionRefuseTransformer","General","Refuse standard A ph TX","","","","85435247908","01-01-2017 10:25:06","827445","429264","Y","1/1/2017 8:07:00 AM"
"11135376","805131","75","N","LAT","LATU","0","190","0","1380","01-01-2017 07:53:00","01-01-2017 09:48:00","","","","","","","86955424706","","903907","527498","Y","1/1/2017 8:10:00 AM"
"11135482","500239","77","N","TX","TX","0","7","0","376","01-01-2017 08:04:00","01-01-2017 08:51:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","51379604904","01-01-2017 09:00:44","149976","1150468","Y","1/1/2017 8:13:00 AM"
"11135465","803439","78","N","SEC","SNC","66","188","91","90","01-01-2017 11:38:00","01-01-2017 13:08:00","TMRepairActionReworkedConnections","General","Reworked Connections","","","","87162930401","01-01-2017 11:02:53","916583","560675","Y","1/1/2017 8:14:00 AM"
"11135469","505163","80","N","LAT","LATU","66","190","111","1440","01-01-2017 07:38:00","01-01-2017 08:58:00","","","","","","","52063209701","","182385","1072535","Y","1/1/2017 8:15:00 AM"
"11135512","802036","83","N","TX","TX","12","11","93","924","01-01-2017 08:19:00","01-01-2017 12:10:00","TMRepairActionRefuseTransformer","General","Refuse standard C ph TX","","","","86443313300","01-01-2017 12:45:08","877794","466828","Y","1/1/2017 8:19:00 AM"
"11135512","802036","83","N","TX","TX","12","11","93","924","01-01-2017 08:19:00","01-01-2017 12:10:00","TMRepairActionPickupVegetationDebris","General","Pick Up Vegetation Debris","","","","86443313300","01-01-2017 12:45:08","877794","466828","Y","1/1/2017 8:19:00 AM"
"11135512","802036","83","N","TX","TX","12","11","93","924","01-01-2017 08:19:00","01-01-2017 12:10:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:  R/O","","","","86443313300","01-01-2017 12:45:08","877794","466828","Y","1/1/2017 8:19:00 AM"
"11135512","802036","83","N","TX","TX","12","11","93","924","01-01-2017 08:19:00","01-01-2017 12:10:00","TMRepairActionTrimTree","General","Trim/Remove Tree 1   0% Palms:","","","","86443313300","01-01-2017 12:45:08","877794","466828","Y","1/1/2017 8:19:00 AM"
"11135512","802036","83","N","TX","TX","12","11","93","924","01-01-2017 08:19:00","01-01-2017 12:10:00","TMRepairActionReworkedConnections","General","Reworked Connections at Tx","","","","86443313300","01-01-2017 12:45:08","877794","466828","Y","1/1/2017 8:19:00 AM"
"11135512","802036","83","N","TX","TX","12","11","93","924","01-01-2017 08:19:00","01-01-2017 12:10:00","TMRepairActionReworkedConnections","General","Reworked Connections at Pole","","","","86443313300","01-01-2017 12:45:08","877794","466828","Y","1/1/2017 8:19:00 AM"
"11135427","508161","91","N","LAT","TXU","313","189","94","1351","01-01-2017 08:30:00","01-01-2017 11:43:00","TMRepairActionEnvironmentalFollowUp","General","Environmental FollowUp","","","","52060098801","01-01-2017 10:02:31","181825","1057119","Y","1/1/2017 8:38:00 AM"
"11135427","508161","91","N","LAT","TXU","313","189","94","1351","01-01-2017 08:30:00","01-01-2017 11:43:00","TMRepairActionWrapperTransformer","Transformer","Replaced Transformer","","","","52060098801","01-01-2017 10:02:31","181825","1057119","Y","1/1/2017 8:38:00 AM"
"11135509","808433","94","N","SV","SNC","66","197","105","242","01-01-2017 08:47:00","01-01-2017 12:49:00","TMRepairActionReplaceConductor","General","Replace 125 ft 2TPX SVC","N","N","N","86868686706","01-01-2017 10:28:37","899713","593617","Y","1/1/2017 8:49:00 AM"
"11135560","500765","95","N","SV","SNCU","301","189","111","147","01-01-2017 08:48:00","01-01-2017 11:15:00","TMRepairActionRunGroundstrap","General","Run Groundstrap","","","","52939397203","01-01-2017 10:12:32","227393","950804","Y","1/1/2017 8:50:00 AM"
"11135560","500765","95","N","SV","SNCU","301","189","111","147","01-01-2017 08:48:00","01-01-2017 11:15:00","TMRepairActionRemoveGroundStrap","General","Remove Groundstrap","","","","52939397203","01-01-2017 10:12:32","227393","950804","Y","1/1/2017 8:50:00 AM"
