FEEDER,FEEDER,INSTALL_DATE,SUBSTATION,COUNTY,KV,AREA,TYPE,CUSTOMERS,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,AFS,CAPBANK,3PH_OCR,1PH_OCR,FDR_OH,FDR_UG,LAT_OH,LAT_UG,POLE_COUNT,REGION,RELAY,AFS_SCHEME,HARDENING,FI,HAS_AFS,HAS_AFS_OCR,IS_DADE,HAS_INDUSTRIAL,LENGTH,PCT_UG,OH_FDR,UG_FDR,HYBRID,CEMM35_FEEDER,4N+_FEEDER
204131,204131,1990-08-01 00:00:00+00:00,SATELLITE,Brevard,13.2,BV,Hybrid,1345,1228,117,0,0,3,0,4,2.0,0.6,8.2,7.5,324.156,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,0,2.6,0,0,0,1,False,False
204132,204132,1990-08-01 00:00:00+00:00,SATELLITE,Brevard,13.2,BV,Hybrid,1124,1076,48,0,0,3,0,1,1.7,0.8,8.0,1.6,308.266,NORTH,SEL251,1.5 Scheme,2011-02-16 00:00:00+00:00,,0,1,0,0,2.5,0,0,0,1,False,False
204133,204133,2004-06-09 00:00:00+00:00,SATELLITE,Brevard,13.2,BV,Hybrid,1699,1603,96,0,0,3,0,0,3.0,0.8,4.1,8.4,225.638,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,3.8,0,0,0,1,False,False
204261,204261,1985-05-01 00:00:00+00:00,BABCOCK,Brevard,22.9,BV,OH,2973,2821,152,0,2,5,1,0,13.2,0.3,56.1,2.9,2202.354,NORTH,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,0,13.5,0,1,0,0,False,False
204262,204262,1985-05-01 00:00:00+00:00,BABCOCK,Brevard,22.9,BV,Hybrid,3270,2895,373,2,0,8,1,1,9.4,0.3,39.5,6.9,1554.042,NORTH,SEL351,None,2011-02-07 00:00:00+00:00,,0,1,0,1,9.7,0,1,0,0,False,False
204263,204263,1988-04-18 00:00:00+00:00,BABCOCK,Brevard,22.9,BV,Hybrid,3506,3337,169,0,3,4,1,0,11.7,0.6,55.2,3.8,2126.082,NORTH,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,0,12.3,0,1,0,0,False,False
204264,204264,1990-06-15 00:00:00+00:00,BABCOCK,Brevard,22.9,BV,OH,3349,3270,79,0,0,5,2,0,9.9,0.1,45.5,2.5,1760.612,NORTH,MECHANICAL,None,2015-02-25 00:00:00+00:00,,0,1,0,0,10.0,0,1,0,0,False,False
204265,204265,2004-05-20 00:00:00+00:00,BABCOCK,Brevard,22.9,BV,Hybrid,2231,1844,382,5,1,5,2,2,16.6,0.2,52.9,11.0,2208.71,NORTH,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,1,1,0,1,16.8,0,1,0,0,False,False
204361,204361,1988-08-01 00:00:00+00:00,SUNTREE,Brevard,22.9,BV,Hybrid,1490,1437,53,0,0,0,0,0,1.5,3.4,0.0,17.4,47.67,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,0,4.9,1,0,0,1,False,True
204362,204362,1988-08-01 00:00:00+00:00,SUNTREE,Brevard,22.9,BV,UG,2196,2081,115,0,0,3,0,0,0.8,2.9,0.0,25.3,25.424,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,3.7,1,0,0,1,False,False
204363,204363,1993-06-01 00:00:00+00:00,SUNTREE,Brevard,22.9,BV,Hybrid,2395,2237,157,1,0,3,0,0,3.6,2.1,0.4,24.5,127.12,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.7,0,0,0,1,False,False
204364,204364,1998-06-01 00:00:00+00:00,SUNTREE,Brevard,22.9,BV,Hybrid,1563,1395,168,0,0,3,0,0,2.3,1.7,0.0,13.1,73.094,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,4.0,0,0,0,1,False,False
204531,204531,2000-05-02 00:00:00+00:00,BARWICK,Volusia,13.2,CF,Hybrid,1795,1430,356,9,0,3,2,2,9.1,0.9,15.5,18.0,781.788,NORTH,SEL351,None,2008-12-08 00:00:00+00:00,,0,1,0,1,10.0,0,1,0,0,False,False
204532,204532,2000-05-02 00:00:00+00:00,BARWICK,Volusia,13.2,CF,Hybrid,241,225,16,0,0,0,1,0,1.2,0.4,0.1,1.3,41.314,NORTH,SEL351,None,2008-02-06 00:00:00+00:00,,0,1,0,0,1.6,0,0,0,1,False,False
204631,204631,1985-04-15 00:00:00+00:00,COLLEGE,Seminole,13.2,CF,Hybrid,1671,1560,110,1,0,5,0,0,3.6,1.6,2.1,15.1,181.146,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.2,0,0,0,1,False,False
204632,204632,1985-04-15 00:00:00+00:00,COLLEGE,Seminole,13.2,CF,Hybrid,2086,1918,166,2,0,3,0,0,5.9,0.5,1.8,13.3,244.706,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,6.4,0,1,0,0,False,False
204633,204633,1987-07-01 00:00:00+00:00,COLLEGE,Seminole,13.2,CF,Hybrid,1156,990,162,4,0,3,0,0,3.9,0.3,2.2,6.0,193.858,NORTH,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,0,0,0,1,4.2,0,1,0,0,False,False
204635,204635,2002-12-30 00:00:00+00:00,COLLEGE,Seminole,13.2,CF,Hybrid,1461,1418,42,1,0,1,0,0,1.9,1.6,2.9,11.0,152.544,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.5,0,0,0,1,False,False
204636,204636,2004-06-07 00:00:00+00:00,COLLEGE,Seminole,13.2,CF,Hybrid,1823,1754,68,1,0,6,2,0,3.7,1.0,6.5,7.0,324.156,NORTH,SEL351,1.5 Scheme,2009-12-21 00:00:00+00:00,,0,1,0,1,4.7,0,0,0,1,False,False
205361,205361,1987-10-01 00:00:00+00:00,GENEVA,Seminole,22.9,CF,Hybrid,932,820,110,2,4,4,2,3,14.4,0.0,45.5,3.2,1903.622,NORTH,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,14.4,0,1,0,0,False,False
205362,205362,1987-10-01 00:00:00+00:00,GENEVA,Seminole,22.9,CF,OH,548,484,62,2,1,3,3,3,10.6,0.0,34.1,1.8,1420.566,NORTH,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,10.6,0,1,0,0,False,False
205363,205363,2009-12-28 00:00:00+00:00,GENEVA,Seminole,22.9,CF,Hybrid,827,742,84,1,0,1,1,2,9.2,2.4,39.2,2.2,1538.152,NORTH,SEL351,None,2009-11-23 00:00:00+00:00,,0,1,0,1,11.6,0,0,0,1,False,False
205431,205431,1987-10-01 00:00:00+00:00,MERRITT,Brevard,13.2,BV,Hybrid,1841,1766,73,2,0,4,2,0,6.3,0.3,15.3,7.7,686.448,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,1,0,1,6.6,0,1,0,0,False,False
205432,205432,1987-10-01 00:00:00+00:00,MERRITT,Brevard,13.2,BV,Hybrid,1843,1579,262,2,0,4,0,0,4.7,0.1,11.6,5.5,518.014,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,4.8,0,1,0,0,False,False
205433,205433,1993-06-01 00:00:00+00:00,MERRITT,Brevard,13.2,BV,Hybrid,924,691,232,1,0,3,0,0,2.6,0.0,5.7,1.2,263.774,NORTH,SEL351,None,2009-12-18 00:00:00+00:00,,0,0,0,1,2.6,0,1,0,0,False,False
205434,205434,2002-02-27 00:00:00+00:00,MERRITT,Brevard,13.2,BV,Hybrid,1272,950,322,0,0,4,1,0,3.1,0.6,8.7,0.8,375.004,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,0,3.7,0,1,0,0,False,False
205531,205531,1990-06-01 00:00:00+00:00,DAIRY,Brevard,13.2,BV,Hybrid,1641,1517,124,0,0,2,0,0,1.8,3.4,0.3,18.1,66.738,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,0,5.2,1,0,0,1,False,False
205532,205532,1990-06-01 00:00:00+00:00,DAIRY,Brevard,13.2,BV,Hybrid,2168,2078,90,0,0,2,0,0,6.2,0.1,6.2,18.0,394.072,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,0,6.3,0,1,0,0,False,False
205533,205533,1990-06-01 00:00:00+00:00,DAIRY,Brevard,13.2,BV,Hybrid,1356,1256,100,0,0,1,0,0,2.6,1.6,0.9,6.8,111.23,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,0,4.2,0,0,0,1,False,False
205534,205534,1993-06-01 00:00:00+00:00,DAIRY,Brevard,13.2,BV,Hybrid,2326,2260,64,2,0,2,0,0,5.2,0.1,0.3,24.3,174.79,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.3,0,1,0,0,False,False
205535,205535,2005-06-30 00:00:00+00:00,DAIRY,Brevard,13.2,BV,Hybrid,2257,2123,134,0,0,4,0,0,3.4,0.4,0.7,12.6,130.298,NORTH,SEL351,None,2009-04-30 00:00:00+00:00,,0,0,0,0,3.8,0,1,0,0,False,False
205631,205631,1993-06-01 00:00:00+00:00,SARNO,Brevard,13.2,BV,Hybrid,1480,1399,75,6,0,5,0,0,10.7,1.1,25.6,12.3,1153.614,NORTH,MECHANICAL,None,2013-12-31 00:00:00+00:00,,0,0,0,1,11.8,0,1,0,0,False,False
205632,205632,1993-06-01 00:00:00+00:00,SARNO,Brevard,13.2,BV,Hybrid,1264,930,331,3,0,4,1,0,4.8,0.3,5.9,7.7,340.046,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,1,0,1,5.1,0,1,0,0,False,False
205633,205633,1998-06-01 00:00:00+00:00,SARNO,Brevard,13.2,BV,Hybrid,1071,800,269,2,0,4,0,0,3.5,0.1,2.4,7.9,187.502,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.6,0,1,0,0,False,False
205931,205931,1991-06-01 00:00:00+00:00,SYLVAN,Seminole,13.2,CF,Hybrid,839,767,64,8,0,3,1,1,4.9,4.7,7.3,19.1,387.716,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,1,0,1,9.6,0,0,0,1,False,False
205932,205932,1991-06-01 00:00:00+00:00,SYLVAN,Seminole,13.2,CF,Hybrid,706,669,36,1,0,3,0,0,2.0,3.6,1.0,15.0,95.34,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.6,1,0,0,1,False,False
205933,205933,1993-06-01 00:00:00+00:00,SYLVAN,Seminole,13.2,CF,Hybrid,879,763,111,5,0,3,0,0,2.1,2.7,0.8,7.8,92.162,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,4.8,1,0,0,1,False,False
205934,205934,2002-12-19 00:00:00+00:00,SYLVAN,Seminole,13.2,CF,UG,577,470,107,0,0,0,0,0,0.2,4.6,0.0,2.8,6.356,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,4.8,1,0,1,0,False,False
205935,205935,2004-04-26 00:00:00+00:00,SYLVAN,Seminole,13.2,CF,UG,1103,1075,24,4,0,0,0,0,0.0,3.7,0.0,14.4,0.0,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.7,1,0,1,0,False,False
205936,205936,2006-12-05 00:00:00+00:00,SYLVAN,Seminole,13.2,CF,Hybrid,713,638,74,1,0,1,0,0,0.5,2.2,0.0,3.3,15.89,NORTH,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,2.7,1,0,1,0,False,False
205937,205937,2008-06-04 00:00:00+00:00,SYLVAN,Seminole,13.2,CF,Hybrid,837,768,65,4,0,3,0,0,4.1,0.9,11.0,12.3,479.878,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.0,0,1,0,0,False,False
206931,206931,2002-12-31 00:00:00+00:00,BARNA,Brevard,13.2,BV,Hybrid,1661,1480,175,6,0,3,0,0,6.9,1.3,3.7,14.6,336.868,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,8.2,0,1,0,0,False,False
206932,206932,2002-12-31 00:00:00+00:00,BARNA,Brevard,13.2,BV,Hybrid,1270,1136,132,2,0,3,2,0,6.7,0.1,14.2,10.5,664.202,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,6.8,0,1,0,0,False,False
207061,207061,1995-06-01 00:00:00+00:00,COX,Brevard,22.9,BV,Hybrid,2325,2200,120,5,0,6,4,5,15.2,0.8,47.0,8.2,1976.716,NORTH,SEL751,None,1982-07-18 00:00:00+00:00,,0,1,0,1,16.0,0,1,0,0,False,False
207062,207062,1995-06-01 00:00:00+00:00,COX,Brevard,22.9,BV,Hybrid,2747,2407,334,6,0,5,2,1,14.8,0.7,39.0,9.5,1709.764,NORTH,MECHANICAL,1.5 Scheme,2012-12-31 00:00:00+00:00,FI,0,1,0,1,15.5,0,1,0,0,False,False
207261,207261,1994-06-01 00:00:00+00:00,CHULUOTA,Seminole,22.9,CF,Hybrid,1161,1066,89,6,4,2,1,0,9.8,0.1,29.6,18.3,1252.132,NORTH,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,9.9,0,1,0,0,False,False
207262,207262,1994-06-01 00:00:00+00:00,CHULUOTA,Seminole,22.9,CF,Hybrid,2206,2075,129,2,1,6,1,2,8.2,3.6,20.0,21.1,896.196,NORTH,MECHANICAL,1.5 Scheme,2010-11-29 00:00:00+00:00,,1,1,0,1,11.8,0,0,0,1,False,False
207263,207263,2004-07-14 00:00:00+00:00,CHULUOTA,Seminole,22.9,CF,Hybrid,2102,2019,83,0,0,1,1,0,4.5,3.2,2.2,28.1,212.926,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,0,7.7,0,0,0,1,False,False
207361,207361,2000-08-01 00:00:00+00:00,WYOMING,Brevard,22.9,BV,OH,1226,1178,48,0,0,3,2,0,17.4,0.1,52.6,1.0,2224.6,NORTH,SEL251,None,2013-12-31 00:00:00+00:00,,0,1,0,0,17.5,0,1,0,0,False,False
207362,207362,2000-12-05 00:00:00+00:00,WYOMING,Brevard,22.9,BV,OH,2637,2582,54,1,1,3,0,0,12.4,0.2,57.6,3.4,2224.6,NORTH,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,12.6,0,1,0,0,False,False
207363,207363,2007-06-13 00:00:00+00:00,WYOMING,Brevard,22.9,BV,Hybrid,3225,3105,120,0,0,3,1,3,13.6,3.0,53.1,23.9,2119.726,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,1,0,0,16.6,0,1,0,0,False,False
207364,207364,2013-12-20 00:00:00+00:00,WYOMING,Brevard,22.9,BV,Hybrid,1693,1593,98,2,0,1,2,0,28.2,1.2,60.8,8.2,2828.42,NORTH,SEL351,,1982-07-18 00:00:00+00:00,,0,1,0,1,29.4,0,1,0,0,False,False
207861,207861,2006-12-14 00:00:00+00:00,OSTEEN,Volusia,22.9,CF,Hybrid,1430,1298,127,5,2,3,1,1,8.1,0.6,19.3,6.9,870.772,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,1,1,0,1,8.7,0,1,0,0,False,False
207862,207862,2007-04-09 00:00:00+00:00,OSTEEN,Volusia,22.9,CF,Hybrid,2290,2193,97,0,1,5,2,5,9.8,0.4,32.8,4.8,1353.828,NORTH,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,0,10.2,0,1,0,0,False,False
207863,207863,2014-08-01 00:00:00+00:00,OSTEEN,Volusia,22.9,CF,OH,1209,1050,154,5,0,2,1,5,20.6,0.4,73.6,3.9,2993.676,NORTH,SEL351,,1982-07-18 00:00:00+00:00,No,0,1,0,1,21.0,0,1,0,0,False,False
207931,207931,1995-06-01 00:00:00+00:00,RINEHART,Seminole,13.2,CF,Hybrid,1116,969,137,10,0,4,0,0,5.3,0.8,6.2,15.6,365.47,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,6.1,0,1,0,0,False,False
207932,207932,1991-06-01 00:00:00+00:00,RINEHART,Seminole,13.2,CF,Hybrid,176,104,72,0,0,3,0,0,0.4,1.7,0.0,4.1,12.712,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,2.1,1,0,1,0,False,False
207933,207933,1998-12-15 00:00:00+00:00,RINEHART,Seminole,13.2,CF,Hybrid,517,363,152,2,0,2,0,0,1.9,1.7,0.0,7.1,60.382,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.6,0,0,0,1,False,False
207934,207934,2000-08-21 00:00:00+00:00,RINEHART,Seminole,13.2,CF,Hybrid,1192,953,229,10,0,3,0,0,3.6,2.0,2.0,12.1,177.968,NORTH,SEL351,None,2010-10-14 00:00:00+00:00,,0,0,0,1,5.6,0,0,0,1,False,False
207935,207935,2002-01-31 00:00:00+00:00,RINEHART,Seminole,13.2,CF,Hybrid,993,864,129,0,0,3,0,0,1.0,6.2,0.5,5.6,47.67,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,7.2,1,0,1,0,False,False
207936,207936,2005-09-15 00:00:00+00:00,RINEHART,Seminole,13.2,CF,Hybrid,1123,988,133,2,0,2,0,0,1.2,1.7,0.9,5.0,66.738,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,2.9,1,0,0,1,False,False
208161,208161,1995-06-01 00:00:00+00:00,HIELD,Brevard,22.9,BV,OH,2768,2733,34,1,1,4,1,3,8.4,0.1,42.6,0.4,1620.78,NORTH,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,8.5,0,1,0,0,False,False
208162,208162,1995-06-01 00:00:00+00:00,HIELD,Brevard,22.9,BV,Hybrid,2246,2123,120,3,0,6,0,1,7.0,0.2,19.4,14.7,838.992,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,7.2,0,1,0,0,False,False
208163,208163,1995-06-01 00:00:00+00:00,HIELD,Brevard,22.9,BV,Hybrid,4127,4044,83,0,0,6,2,1,16.6,0.4,64.8,8.4,2586.892,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,0,17.0,0,1,0,0,False,False
208164,208164,1999-11-26 00:00:00+00:00,HIELD,Brevard,22.9,BV,Hybrid,2009,1797,209,3,0,2,1,0,9.5,2.3,17.3,18.7,851.704,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,11.8,0,1,0,0,False,False
208165,208165,2007-07-30 00:00:00+00:00,HIELD,Brevard,22.9,BV,OH,3372,3248,118,6,0,6,2,0,9.8,0.9,42.6,1.1,1665.272,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,10.7,0,1,0,0,False,False
208166,208166,2012-09-30 00:00:00+00:00,HIELD,Brevard,22.9,BV,Hybrid,1392,1104,280,8,0,3,2,0,11.6,2.0,17.2,5.2,915.264,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,13.6,0,1,0,0,False,False
208631,208631,1999-12-27 00:00:00+00:00,TULSA,Brevard,13.2,BV,Hybrid,1485,1465,20,0,0,5,0,0,4.7,0.2,12.7,1.4,552.972,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,4.9,0,1,0,0,False,False
208632,208632,2000-01-20 00:00:00+00:00,TULSA,Brevard,13.2,BV,Hybrid,1479,1451,28,0,0,4,0,0,5.7,1.0,15.3,5.5,667.38,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,0,0,0,6.7,0,1,0,0,False,False
208633,208633,2007-08-31 00:00:00+00:00,TULSA,Brevard,13.2,BV,Hybrid,1421,1405,16,0,0,2,0,0,3.8,0.9,12.4,2.0,514.836,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,4.7,0,1,0,0,False,False
208634,208634,2010-11-05 00:00:00+00:00,TULSA,Brevard,13.2,BV,Hybrid,1541,1490,49,2,0,2,1,2,6.7,0.3,15.9,1.5,718.228,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,7.0,0,1,0,0,False,False
208761,208761,2000-06-01 00:00:00+00:00,GRANT,Brevard,22.9,BV,Hybrid,1519,1407,106,6,0,4,0,3,7.0,6.4,11.0,8.9,572.04,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,13.4,0,0,0,1,False,False
208762,208762,1995-06-01 00:00:00+00:00,GRANT,Brevard,22.9,BV,Hybrid,1070,882,183,5,0,3,0,0,17.0,0.5,21.9,15.3,1236.242,NORTH,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,0,0,0,1,17.5,0,1,0,0,False,False
208763,208763,2005-06-10 00:00:00+00:00,GRANT,Brevard,22.9,BV,Hybrid,2040,1974,66,0,0,3,0,1,10.3,0.9,16.9,21.3,864.416,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,1,0,0,11.2,0,1,0,0,False,False
208861,208861,1999-06-07 00:00:00+00:00,WINDOVER,Brevard,22.9,BV,Hybrid,2255,2097,156,2,0,5,0,0,6.3,0.9,9.6,13.3,505.302,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,7.2,0,1,0,0,False,False
208862,208862,1999-06-07 00:00:00+00:00,WINDOVER,Brevard,22.9,BV,Hybrid,2990,2602,385,3,0,3,2,0,3.9,3.7,3.1,32.2,222.46,NORTH,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,0,1,0,1,7.6,0,0,0,1,False,False
208863,208863,2007-12-21 00:00:00+00:00,WINDOVER,Brevard,22.9,BV,Hybrid,2878,2580,293,5,0,4,2,1,7.5,1.3,13.6,11.2,670.558,NORTH,SEL351,1.5 Scheme,2014-08-21 00:00:00+00:00,,0,1,0,1,8.8,0,1,0,0,False,False
209761,209761,2002-08-16 00:00:00+00:00,VIERA,Brevard,22.9,BV,Hybrid,1866,1603,239,24,0,6,0,0,5.2,5.8,0.7,32.3,187.502,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,11.0,1,0,0,1,False,False
209762,209762,2002-08-16 00:00:00+00:00,VIERA,Brevard,22.9,BV,Hybrid,1822,1592,229,1,0,2,0,0,1.7,5.8,0.0,23.7,54.026,NORTH,SEL351,None,2013-04-02 00:00:00+00:00,,0,0,0,1,7.5,1,0,0,1,False,False
209763,209763,2006-02-03 00:00:00+00:00,VIERA,Brevard,22.9,BV,UG,2090,1980,101,9,0,1,0,0,0.9,7.8,0.3,40.3,38.136,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,8.7,1,0,1,0,False,False
209764,209764,2010-10-06 00:00:00+00:00,VIERA,Brevard,22.9,BV,Hybrid,2849,2637,207,5,0,4,0,0,7.4,1.9,8.3,19.3,498.946,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,9.3,0,0,0,1,False,True
209861,209861,2000-07-26 00:00:00+00:00,YORKE,Brevard,22.9,BV,Hybrid,545,384,159,2,0,3,0,0,4.5,0.1,6.2,4.6,340.046,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,4.6,0,1,0,0,False,False
209862,209862,2000-07-26 00:00:00+00:00,YORKE,Brevard,22.9,BV,UG,3311,3122,185,4,0,1,0,0,1.5,6.1,0.2,34.8,54.026,NORTH,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,7.6,1,0,1,0,False,False
209863,209863,2006-08-22 00:00:00+00:00,YORKE,Brevard,22.9,BV,Hybrid,2912,2758,153,1,0,3,0,2,2.3,6.4,0.8,34.2,98.518,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,8.7,1,0,0,1,False,False
209864,209864,2000-01-01 00:00:00+00:00,YORKE,Brevard,22.9,BV,Hybrid,982,679,301,2,0,4,0,0,7.8,0.1,4.9,7.5,403.606,NORTH,SEL351,Support Feeder,1982-07-18 00:00:00+00:00,,0,0,0,1,7.9,0,1,0,0,False,False
210131,210131,2007-01-18 00:00:00+00:00,DERBY,Seminole,13.2,CF,Hybrid,2479,2365,114,0,0,4,0,0,2.8,0.3,0.4,14.0,101.696,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,3.1,0,1,0,0,False,False
210132,210132,2007-11-06 00:00:00+00:00,DERBY,Seminole,13.2,CF,Hybrid,714,551,161,2,0,2,0,0,2.4,2.3,0.2,7.8,82.628,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,4.7,0,0,0,1,False,False
210133,210133,2008-06-24 00:00:00+00:00,DERBY,Seminole,13.2,CF,Hybrid,779,753,20,6,0,4,2,2,2.1,1.0,5.2,5.3,231.994,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,3.1,0,0,0,1,False,False
210531,210531,2006-11-03 00:00:00+00:00,APOLLO,Brevard,13.2,BV,Hybrid,1268,1088,175,5,0,3,2,0,3.2,1.5,4.5,1.8,244.706,NORTH,SEL351,None,2014-11-03 00:00:00+00:00,,0,1,0,1,4.7,0,0,0,1,False,False
210532,210532,2006-11-03 00:00:00+00:00,APOLLO,Brevard,13.2,BV,Hybrid,761,505,252,4,0,1,1,0,2.2,0.1,2.0,2.3,133.476,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,2.3,0,1,0,0,False,False
300431,300431,1939-01-01 00:00:00+00:00,LAKE BUTLER,Union,13.2,NF,OH,970,799,160,11,1,4,0,4,12.6,0.0,36.6,2.1,1563.576,NORTH,SEL351,None,1982-07-18 00:00:00+00:00,,1,1,0,1,12.6,0,1,0,0,False,False
300432,300432,1939-10-10 00:00:00+00:00,LAKE BUTLER,Union,13.2,NF,OH,623,500,120,3,0,2,0,0,3.3,0.0,14.5,0.6,565.684,NORTH,SEL351,None,2007-03-07 00:00:00+00:00,,0,0,0,1,3.3,0,1,0,0,False,False
300631,300631,1947-01-01 00:00:00+00:00,LIVE OAK,Suwannee,13.2,NF,OH,1252,967,278,7,0,3,5,1,13.1,0.2,38.5,0.9,1639.848,NORTH,SEL351,None,2014-08-19 00:00:00+00:00,,0,1,0,1,13.3,0,1,0,0,False,False
300632,300632,1947-01-01 00:00:00+00:00,LIVE OAK,Suwannee,13.2,NF,Hybrid,679,534,144,1,2,2,0,3,8.4,0.0,16.8,1.5,800.856,NORTH,SEL751,None,1982-07-18 00:00:00+00:00,,1,1,0,1,8.4,0,1,0,0,False,False
300633,300633,1982-02-11 00:00:00+00:00,LIVE OAK,Suwannee,13.2,NF,OH,1273,986,283,4,0,3,2,4,14.5,0.0,29.7,1.0,1404.676,NORTH,SEL351,None,2009-09-24 00:00:00+00:00,,0,1,0,1,14.5,0,1,0,0,False,False
300634,300634,1992-06-01 00:00:00+00:00,LIVE OAK,Suwannee,13.2,NF,Hybrid,854,673,176,5,0,4,0,0,6.7,0.0,8.9,2.6,495.768,NORTH,MECHANICAL,None,2008-07-31 00:00:00+00:00,,0,0,0,1,6.7,0,1,0,0,False,False
300732,300732,1954-01-01 00:00:00+00:00,LAWTEY,Bradford,13.2,NF,OH,1676,1457,210,9,2,4,5,2,22.1,0.1,84.6,2.0,3390.926,NORTH,SEL751,,1982-07-18 00:00:00+00:00,FI,1,1,0,1,22.2,0,1,0,0,False,False
