FEEDER,FEEDER,INSTALL_DATE,SUBSTATION,COUNTY,KV,AREA,TYPE,CUSTOMERS,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,AFS,CAPBANK,3PH_OCR,1PH_OCR,FDR_OH,FDR_UG,LAT_OH,LAT_UG,POLE_COUNT,REGION,RELAY,AFS_SCHEME,HARDENING,FI,HAS_AFS,HAS_AFS_OCR,IS_DADE,HAS_INDUSTRIAL,LENGTH,PCT_UG,OH_FDR,UG_FDR,HYBRID,CEMM35_FEEDER,4N+_FEEDER
500636,500636,1981-08-07 00:00:00+00:00,CORTEZ,Manatee,13.2,MS,Hybrid,2164,2017,145,2,0,2,0,2,2.9,0.6,5.0,10.1,251.062,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,3.5,0,1,0,0,False,False
500637,500637,2004-07-30 00:00:00+00:00,CORTEZ,Manatee,13.2,MS,Hybrid,2795,2580,209,6,0,3,1,1,3.3,0.8,8.7,4.8,381.36,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,4.1,0,1,0,0,False,False
500661,500661,1982-08-01 00:00:00+00:00,CORTEZ,Manatee,22.9,MS,Hybrid,3713,3383,312,18,0,2,5,3,7.4,4.2,10.0,7.1,552.972,WEST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,0,1,0,1,11.6,0,0,0,1,False,False
500662,500662,1982-09-01 00:00:00+00:00,CORTEZ,Manatee,22.9,MS,Hybrid,4537,4336,192,9,0,6,2,0,6.3,2.2,9.5,16.4,502.124,WEST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,0,1,0,1,8.5,0,0,0,1,False,False
500663,500663,1983-07-27 00:00:00+00:00,CORTEZ,Manatee,22.9,MS,Hybrid,3437,3149,281,7,0,3,0,0,6.0,1.9,0.9,19.5,219.282,WEST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,7.9,0,0,0,1,False,False
500664,500664,1987-01-01 00:00:00+00:00,CORTEZ,Manatee,22.9,MS,Hybrid,2981,2647,315,19,0,6,7,2,8.3,4.8,11.2,12.6,619.71,WEST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,0,1,0,1,13.1,0,0,0,1,False,False
500665,500665,1995-08-01 00:00:00+00:00,CORTEZ,Manatee,22.9,MS,Hybrid,3635,3352,271,12,0,5,1,2,8.1,1.4,11.2,18.5,613.354,WEST,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,9.5,0,1,0,0,False,False
500761,500761,1953-01-01 00:00:00+00:00,ENGLEWOOD,Sarasota,22.9,TB,Hybrid,1655,1400,251,4,0,2,0,0,5.4,0.1,15.0,2.8,648.312,WEST,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,5.5,0,1,0,0,False,False
500762,500762,1953-01-01 00:00:00+00:00,ENGLEWOOD,Sarasota,22.9,TB,Hybrid,2542,2300,241,1,0,3,1,0,6.8,0.4,12.8,2.8,622.888,WEST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,7.2,0,1,0,0,False,False
500763,500763,1968-01-01 00:00:00+00:00,ENGLEWOOD,Sarasota,22.9,TB,Hybrid,1643,1466,171,6,0,2,0,0,4.5,0.2,9.6,3.2,448.098,WEST,SEL351,None,2009-09-24 00:00:00+00:00,FI,0,0,0,1,4.7,0,1,0,0,False,False
500764,500764,1969-09-22 00:00:00+00:00,ENGLEWOOD,Sarasota,22.9,TB,Hybrid,2369,2143,224,2,2,4,0,1,4.7,1.3,21.6,6.4,835.814,WEST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,1,1,0,1,6.0,0,0,0,1,False,False
500765,500765,1972-01-01 00:00:00+00:00,ENGLEWOOD,Sarasota,22.9,TB,Hybrid,2431,2160,269,2,4,3,0,0,9.5,0.4,9.5,15.9,603.82,WEST,SEL251,1.5 Scheme,2009-05-31 00:00:00+00:00,FI,1,1,0,1,9.9,0,1,0,0,False,False
500766,500766,1981-07-10 00:00:00+00:00,ENGLEWOOD,Sarasota,22.9,TB,Hybrid,2521,2371,135,15,0,3,3,0,12.8,1.3,14.3,10.2,861.238,WEST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,14.1,0,1,0,0,False,False
500767,500767,1982-01-01 00:00:00+00:00,ENGLEWOOD,Sarasota,22.9,TB,OH,2687,2397,279,11,1,3,2,2,10.7,0.3,69.7,1.2,2555.112,WEST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,1,1,0,1,11.0,0,1,0,0,False,False
500768,500768,1983-01-01 00:00:00+00:00,ENGLEWOOD,Sarasota,22.9,TB,Hybrid,1940,1845,86,9,0,2,2,0,7.4,0.8,11.0,18.3,584.752,WEST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,8.2,0,1,0,0,False,False
500831,500831,1957-01-01 00:00:00+00:00,WHITFIELD,Manatee,13.2,MS,Hybrid,292,87,204,1,0,1,1,0,1.6,0.5,1.7,1.2,104.874,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,2.1,0,0,0,1,False,False
500832,500832,1957-01-01 00:00:00+00:00,WHITFIELD,Manatee,13.2,MS,Hybrid,163,7,152,4,0,3,0,2,3.2,0.4,2.5,2.3,181.146,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,3.6,0,1,0,0,False,False
500833,500833,1963-07-01 00:00:00+00:00,WHITFIELD,Manatee,13.2,MS,Hybrid,1701,1542,157,2,0,3,0,0,4.9,0.1,11.3,3.6,514.836,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.0,0,1,0,0,False,False
500834,500834,1968-08-14 00:00:00+00:00,WHITFIELD,Manatee,13.2,MS,Hybrid,1515,1355,159,1,0,2,0,2,4.0,0.1,9.0,5.6,413.14,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,4.1,0,1,0,0,False,False
500835,500835,1974-11-15 00:00:00+00:00,WHITFIELD,Manatee,13.2,MS,Hybrid,272,0,269,3,0,2,0,0,2.3,0.6,0.7,1.8,95.34,WEST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,2.9,0,0,0,1,False,False
500836,500836,1979-09-12 00:00:00+00:00,WHITFIELD,Manatee,13.2,MS,Hybrid,965,741,222,2,0,1,0,0,3.9,1.1,5.7,6.8,305.088,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.0,0,0,0,1,False,False
500837,500837,1986-06-09 00:00:00+00:00,WHITFIELD,Manatee,13.2,MS,Hybrid,1643,1383,257,3,0,3,0,0,3.2,0.6,9.1,1.7,390.894,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.8,0,1,0,0,False,False
500931,500931,1959-11-01 00:00:00+00:00,OSPREY,Sarasota,13.2,MS,Hybrid,1365,1154,204,7,1,3,1,4,7.1,0.6,4.7,8.8,375.004,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,1,1,0,1,7.7,0,1,0,0,False,False
500932,500932,1959-11-01 00:00:00+00:00,OSPREY,Sarasota,13.2,MS,Hybrid,1336,1164,166,6,1,2,0,0,2.8,0.0,5.8,11.2,273.308,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,1,1,0,1,2.8,0,1,0,0,False,False
500933,500933,1968-11-01 00:00:00+00:00,OSPREY,Sarasota,13.2,MS,Hybrid,1111,1047,63,1,0,2,1,0,2.6,0.1,1.1,12.5,117.586,WEST,SEL351,None,2009-06-30 00:00:00+00:00,,0,1,0,1,2.7,0,1,0,0,False,False
500934,500934,2000-09-12 00:00:00+00:00,OSPREY,Sarasota,13.2,MS,Hybrid,1892,1817,72,3,0,2,0,0,3.3,0.4,2.1,25.1,171.612,WEST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.7,0,1,0,0,False,False
501061,501061,1963-10-01 00:00:00+00:00,FRUITVILLE,Sarasota,22.9,MS,Hybrid,2682,2179,495,8,0,4,5,0,10.2,1.2,7.7,18.6,568.862,WEST,SEL751,None,1982-07-18 00:00:00+00:00,,0,1,0,1,11.4,0,1,0,0,False,False
501062,501062,1963-10-01 00:00:00+00:00,FRUITVILLE,Sarasota,22.9,MS,Hybrid,2585,2315,267,3,0,3,0,0,4.2,0.5,11.3,15.8,492.59,WEST,SEL751,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,4.7,0,1,0,0,False,False
501063,501063,1972-02-23 00:00:00+00:00,FRUITVILLE,Sarasota,22.9,MS,Hybrid,2595,2201,390,4,0,5,2,1,6.3,0.3,10.9,18.3,546.616,WEST,SEL751,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,0,1,0,1,6.6,0,1,0,0,False,False
501064,501064,1978-09-01 00:00:00+00:00,FRUITVILLE,Sarasota,22.9,MS,Hybrid,2292,1876,415,1,7,2,4,3,11.3,1.4,8.0,15.4,613.354,WEST,MECHANICAL,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,12.7,0,1,0,0,False,False
501065,501065,1982-03-11 00:00:00+00:00,FRUITVILLE,Sarasota,22.9,MS,Hybrid,714,588,124,2,3,1,0,0,3.1,0.8,3.4,5.1,206.57,WEST,MECHANICAL,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,3.9,0,0,0,1,False,False
501066,501066,1995-08-01 00:00:00+00:00,FRUITVILLE,Sarasota,22.9,MS,Hybrid,1609,1318,281,10,4,3,1,0,5.1,1.8,14.7,25.8,629.244,WEST,MECHANICAL,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.9,0,0,0,1,False,False
501131,501131,1926-01-01 00:00:00+00:00,FT MYERS,Lee,13.2,TB,Hybrid,683,497,183,3,0,2,0,0,2.9,0.4,4.3,1.7,228.816,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.3,0,1,0,0,False,False
501132,501132,1926-01-01 00:00:00+00:00,FT MYERS,Lee,13.2,TB,Hybrid,944,920,24,0,0,0,0,0,0.7,2.1,0.2,0.2,28.602,WEST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,2.8,1,0,0,1,False,False
501133,501133,1950-07-01 00:00:00+00:00,FT MYERS,Lee,13.2,TB,Hybrid,1482,1337,145,0,0,1,0,0,2.9,0.7,2.6,2.1,174.79,WEST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,3.6,0,1,0,0,False,False
501134,501134,1958-06-01 00:00:00+00:00,FT MYERS,Lee,13.2,TB,Hybrid,457,194,263,0,0,2,0,0,1.5,0.7,0.8,1.8,73.094,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,0,2.2,0,0,0,1,False,False
501135,501135,1964-07-16 00:00:00+00:00,FT MYERS,Lee,13.2,TB,Hybrid,971,804,164,3,0,1,0,0,3.3,0.4,9.5,1.3,406.784,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.7,0,1,0,0,False,False
501136,501136,1970-01-15 00:00:00+00:00,FT MYERS,Lee,13.2,TB,Hybrid,1332,1133,199,0,0,3,2,0,5.8,0.2,6.2,2.2,381.36,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,1,0,0,6.0,0,1,0,0,False,False
501137,501137,1993-06-01 00:00:00+00:00,FT MYERS,Lee,13.2,TB,Hybrid,375,264,111,0,0,2,0,0,2.4,0.5,1.7,0.4,130.298,WEST,MECHANICAL,None,2007-05-10 00:00:00+00:00,,0,0,0,0,2.9,0,1,0,0,False,False
501138,501138,2007-11-08 00:00:00+00:00,FT MYERS,Lee,13.2,TB,Hybrid,210,63,147,0,0,0,0,0,0.6,0.3,0.0,0.2,19.068,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,0,0.9,0,0,0,1,False,False
501231,501231,1954-02-01 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,426,200,219,7,0,2,0,0,1.5,1.0,2.2,3.2,117.586,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,2.5,0,0,0,1,False,False
501232,501232,1954-02-01 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,465,352,100,13,0,1,0,2,1.1,0.2,2.9,0.5,127.12,WEST,SEL251,None,2007-06-29 00:00:00+00:00,,0,1,0,1,1.3,0,1,0,0,False,False
501233,501233,1959-08-01 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,1443,930,495,18,0,2,0,0,2.2,0.2,3.1,2.6,168.434,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,2.4,0,1,0,0,False,False
501234,501234,1963-06-01 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,1925,1406,499,20,0,4,2,0,3.7,0.5,3.4,5.2,225.638,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,0,1,0,1,4.2,0,1,0,0,False,False
501235,501235,1968-09-01 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,1733,1485,230,18,0,2,0,1,4.2,0.2,4.3,4.9,270.13,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,1,0,1,4.4,0,1,0,0,False,False
501236,501236,1971-12-03 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,190,5,184,1,0,1,0,0,1.4,1.9,0.9,2.7,73.094,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.3,1,0,0,1,False,False
501237,501237,1973-04-24 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,1050,790,239,21,0,2,0,2,2.5,0.5,2.9,1.9,171.612,WEST,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,1,3.0,0,1,0,0,False,False
501238,501238,1996-06-01 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,848,699,124,25,0,3,1,0,3.4,0.8,5.6,0.9,286.02,WEST,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,1,4.2,0,1,0,0,False,False
501239,501239,2000-02-22 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,1833,1355,450,28,0,5,1,2,3.8,0.8,6.3,4.0,320.978,WEST,SEL251,Support Feeder,1982-07-18 00:00:00+00:00,,0,1,0,1,4.6,0,1,0,0,False,False
501240,501240,2005-11-29 00:00:00+00:00,NAPLES,Collier,13.2,,Hybrid,701,589,78,34,1,3,1,2,3.4,2.5,5.7,7.4,289.198,WEST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,5.9,0,0,0,1,False,False
501431,501431,1970-06-19 00:00:00+00:00,ARCADIA,De Soto,13.2,TB,OH,1849,1520,324,5,0,2,1,2,13.6,0.0,56.0,3.4,2211.888,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,1,0,1,13.6,0,1,0,0,False,False
501432,501432,1970-06-19 00:00:00+00:00,ARCADIA,De Soto,13.2,TB,Hybrid,2387,2113,261,13,0,3,4,2,21.3,0.2,74.8,12.1,3054.058,WEST,SEL751,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,21.5,0,1,0,0,False,False
501433,501433,1974-11-06 00:00:00+00:00,ARCADIA,De Soto,13.2,TB,Hybrid,904,708,194,2,0,2,0,0,4.2,0.2,7.4,1.5,368.648,WEST,SEL351,None,2010-06-04 00:00:00+00:00,,0,0,0,1,4.4,0,1,0,0,False,False
501434,501434,1973-05-29 00:00:00+00:00,ARCADIA,De Soto,13.2,TB,OH,809,639,170,0,0,3,2,0,19.3,0.1,40.0,2.4,1884.554,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,0,19.4,0,1,0,0,False,False
501435,501435,2003-10-24 00:00:00+00:00,ARCADIA,De Soto,13.2,TB,Hybrid,1027,826,195,6,0,1,0,0,5.5,0.2,14.8,3.7,645.134,WEST,SEL351,None,2009-03-11 00:00:00+00:00,,0,0,0,1,5.7,0,1,0,0,False,False
501531,501531,1990-01-01 00:00:00+00:00,PUNTA GORDA,Charlotte,13.2,TB,Hybrid,1013,775,234,4,0,3,0,0,5.4,0.3,3.3,5.2,276.486,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.7,0,1,0,0,False,False
501532,501532,1990-01-01 00:00:00+00:00,PUNTA GORDA,Charlotte,13.2,TB,Hybrid,779,551,227,1,0,2,0,0,5.2,0.0,6.8,2.0,381.36,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.2,0,1,0,0,False,False
501533,501533,1990-01-01 00:00:00+00:00,PUNTA GORDA,Charlotte,13.2,TB,Hybrid,851,770,79,2,0,1,0,0,5.8,0.5,7.0,3.5,406.784,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,6.3,0,1,0,0,False,False
501534,501534,1971-02-01 00:00:00+00:00,PUNTA GORDA,Charlotte,13.2,TB,Hybrid,1747,1599,143,5,0,3,0,0,3.8,0.1,7.8,4.7,368.648,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.9,0,1,0,0,False,False
501535,501535,1973-08-15 00:00:00+00:00,PUNTA GORDA,Charlotte,13.2,TB,Hybrid,750,523,212,15,0,1,0,0,8.5,1.8,7.2,6.4,498.946,WEST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,10.3,0,1,0,0,False,False
501536,501536,1990-01-01 00:00:00+00:00,PUNTA GORDA,Charlotte,13.2,TB,Hybrid,1662,1500,154,8,0,2,0,0,3.1,0.4,7.4,5.9,333.69,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.5,0,1,0,0,False,False
501537,501537,1986-07-01 00:00:00+00:00,PUNTA GORDA,Charlotte,13.2,TB,Hybrid,1241,1119,117,5,0,2,0,0,4.4,0.1,8.8,8.9,419.496,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,4.5,0,1,0,0,False,False
501538,501538,1992-03-01 00:00:00+00:00,PUNTA GORDA,Charlotte,13.2,TB,Hybrid,1297,1010,286,1,0,2,1,0,5.4,0.7,15.2,2.4,654.668,WEST,MECHANICAL,None,2008-11-30 00:00:00+00:00,,0,1,0,1,6.1,0,1,0,0,False,False
501761,501761,1958-02-01 00:00:00+00:00,IONA,Lee,22.9,,Hybrid,3432,2967,459,6,2,2,1,2,4.1,0.2,5.6,12.6,308.266,WEST,MECHANICAL,1.5 Scheme,2012-10-11 00:00:00+00:00,,1,1,0,1,4.3,0,1,0,0,False,False
501762,501762,1958-02-01 00:00:00+00:00,IONA,Lee,22.9,,Hybrid,2527,2064,451,12,0,3,1,0,3.4,1.2,5.7,5.4,289.198,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,4.6,0,0,0,1,False,False
501763,501763,1967-08-02 00:00:00+00:00,IONA,Lee,22.9,,Hybrid,2526,2241,284,1,1,4,0,0,4.8,0.7,9.5,2.7,454.454,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,1,1,0,1,5.5,0,1,0,0,False,True
501764,501764,1970-11-18 00:00:00+00:00,IONA,Lee,22.9,,Hybrid,4234,3832,400,2,0,3,3,1,6.0,1.4,6.5,24.9,397.25,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,0,1,0,1,7.4,0,1,0,0,False,False
501765,501765,1979-01-31 00:00:00+00:00,IONA,Lee,22.9,,Hybrid,3944,3687,249,8,2,2,0,0,4.6,0.8,3.8,19.6,266.952,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,5.4,0,1,0,0,False,False
501766,501766,1988-02-18 00:00:00+00:00,IONA,Lee,22.9,,Hybrid,3929,3680,244,5,2,4,0,0,4.4,1.9,8.5,22.8,409.962,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.3,0,0,0,1,False,False
501767,501767,1990-03-08 00:00:00+00:00,IONA,Lee,22.9,,Hybrid,3973,3665,306,2,1,3,1,0,5.9,1.8,4.8,23.7,340.046,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,7.7,0,0,0,1,False,False
501768,501768,2002-01-29 00:00:00+00:00,IONA,Lee,22.9,,Hybrid,1417,1212,194,11,0,3,1,0,6.6,3.2,0.3,15.9,219.282,WEST,SEL251,None,2008-10-31 00:00:00+00:00,,0,1,0,1,9.8,0,0,0,1,False,False
501831,501831,1958-09-01 00:00:00+00:00,TICE,Lee,13.2,TB,Hybrid,1039,891,146,2,0,0,0,2,3.7,0.1,13.2,2.3,537.082,WEST,SEL751,None,1982-07-18 00:00:00+00:00,,0,1,0,1,3.8,0,1,0,0,False,False
501832,501832,1958-09-01 00:00:00+00:00,TICE,Lee,13.2,TB,Hybrid,2360,2184,172,4,0,3,1,0,4.8,0.5,23.1,6.2,886.662,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,1,0,1,5.3,0,1,0,0,False,False
501833,501833,1958-09-01 00:00:00+00:00,TICE,Lee,13.2,TB,Hybrid,2023,1758,124,141,0,4,0,0,13.0,0.0,82.5,12.6,3034.99,WEST,SEL751,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,13.0,0,1,0,0,False,False
501835,501835,2004-12-27 00:00:00+00:00,TICE,Lee,13.2,TB,Hybrid,2440,2154,263,23,0,4,0,0,4.2,6.8,11.0,32.1,483.056,WEST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,11.0,1,0,0,1,False,False
502061,502061,1990-01-01 00:00:00+00:00,MURDOCK,Charlotte,22.9,TB,Hybrid,1652,1439,213,0,2,4,0,0,4.5,0.5,4.7,3.1,292.376,WEST,MECHANICAL,1.5 Scheme,2008-03-28 00:00:00+00:00,FI,1,1,0,0,5.0,0,1,0,0,False,True
502062,502062,1990-01-01 00:00:00+00:00,MURDOCK,Charlotte,22.9,TB,OH,3040,2804,235,1,3,3,0,0,7.0,0.1,37.2,0.9,1404.676,WEST,SEL351,3.5 Scheme,1982-07-18 00:00:00+00:00,FI,1,1,0,1,7.1,0,1,0,0,False,False
502063,502063,1990-01-01 00:00:00+00:00,MURDOCK,Charlotte,22.9,TB,OH,2016,1796,220,0,0,3,0,2,4.9,0.2,22.0,0.9,854.882,WEST,SEL751,None,1982-07-18 00:00:00+00:00,FI,0,1,0,0,5.1,0,1,0,0,False,False
502064,502064,1990-01-01 00:00:00+00:00,MURDOCK,Charlotte,22.9,TB,Hybrid,2050,1630,419,1,1,4,0,1,6.1,0.2,20.1,8.9,832.636,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.3,0,1,0,0,False,False
502065,502065,1990-01-01 00:00:00+00:00,MURDOCK,Charlotte,22.9,TB,Hybrid,3528,3311,213,4,2,2,0,1,5.9,0.1,49.3,7.1,1754.256,WEST,MECHANICAL,3.5 Scheme,1982-07-18 00:00:00+00:00,FI,1,1,0,1,6.0,0,1,0,0,False,False
502066,502066,1990-01-01 00:00:00+00:00,MURDOCK,Charlotte,22.9,TB,Hybrid,2539,2488,48,3,3,3,1,0,6.8,0.1,36.3,2.6,1369.718,WEST,SEL351,3.5 Scheme,1982-07-18 00:00:00+00:00,FI,1,1,0,1,6.9,0,1,0,0,False,False
502067,502067,1990-01-01 00:00:00+00:00,MURDOCK,Charlotte,22.9,TB,Hybrid,2254,2181,70,3,1,5,0,0,6.8,0.1,36.0,2.2,1360.184,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.9,0,1,0,0,False,False
502161,502161,1963-08-01 00:00:00+00:00,BONITA SPRINGS,Lee,22.9,,Hybrid,2476,1970,496,10,4,2,1,0,6.5,0.3,8.3,11.6,470.344,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.8,0,1,0,0,False,False
502162,502162,1963-08-01 00:00:00+00:00,BONITA SPRINGS,Lee,22.9,,Hybrid,2803,2479,324,0,1,4,0,0,4.3,2.3,2.8,25.7,225.638,WEST,MECHANICAL,Support Feeder,1982-07-18 00:00:00+00:00,,1,1,0,0,6.6,0,0,0,1,False,False
502163,502163,1970-02-11 00:00:00+00:00,BONITA SPRINGS,Lee,22.9,,Hybrid,3799,3238,545,16,6,4,3,0,7.4,1.3,3.8,21.4,355.936,WEST,MECHANICAL,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,8.7,0,1,0,0,False,False
502164,502164,1983-04-27 00:00:00+00:00,BONITA SPRINGS,Lee,22.9,,Hybrid,2982,2579,390,13,2,4,0,0,5.0,2.3,0.3,21.2,168.434,WEST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,7.3,0,0,0,1,False,False
502165,502165,1984-10-02 00:00:00+00:00,BONITA SPRINGS,Lee,22.9,,Hybrid,4005,3657,340,8,0,3,0,0,2.8,7.1,1.7,33.3,143.01,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,9.9,1,0,0,1,False,False
502166,502166,1985-12-05 00:00:00+00:00,BONITA SPRINGS,Lee,22.9,,Hybrid,2610,1917,669,24,4,1,1,0,6.3,5.8,10.9,24.0,546.616,WEST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,12.1,0,0,0,1,False,False
502167,502167,1996-06-01 00:00:00+00:00,BONITA SPRINGS,Lee,22.9,,Hybrid,2440,1874,543,23,2,2,4,0,3.7,1.8,3.3,19.4,222.46,WEST,SEL251,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,5.5,0,0,0,1,False,False
502168,502168,2002-11-06 00:00:00+00:00,BONITA SPRINGS,Lee,22.9,,Hybrid,3073,2782,270,21,2,3,0,0,5.5,2.2,10.4,12.3,505.302,WEST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,7.7,0,0,0,1,False,False
502461,502461,1964-02-01 00:00:00+00:00,LABELLE,Hendry,22.9,TB,Hybrid,2328,2096,215,17,0,3,3,3,18.9,4.2,91.2,23.5,3498.978,WEST,SEL351,None,2013-08-16 00:00:00+00:00,,0,1,0,1,23.1,0,1,0,0,False,False
502462,502462,1964-02-01 00:00:00+00:00,LABELLE,Hendry,22.9,TB,Hybrid,1737,1402,327,8,0,3,7,0,21.8,0.0,59.0,5.5,2567.824,WEST,SEL351,1.5 Scheme,2014-09-22 00:00:00+00:00,,0,1,0,1,21.8,0,1,0,0,False,False
502463,502463,1993-06-01 00:00:00+00:00,LABELLE,Hendry,22.9,TB,Hybrid,1308,1096,200,12,0,2,3,1,30.3,0.3,96.1,8.0,4016.992,WEST,MECHANICAL,Support Feeder,1982-07-18 00:00:00+00:00,,0,1,0,1,30.6,0,1,0,0,True,False
502464,502464,2001-02-26 00:00:00+00:00,LABELLE,Hendry,22.9,TB,Hybrid,3550,2964,580,6,0,7,6,7,30.8,0.1,99.1,13.8,4128.222,WEST,SEL251,None,2012-12-27 00:00:00+00:00,,0,1,0,1,30.9,0,1,0,0,False,False
502531,502531,1965-06-01 00:00:00+00:00,PALMA SOLA,Manatee,13.2,MS,Hybrid,429,397,31,1,0,1,0,0,1.5,0.1,1.2,4.2,85.806,WEST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,1.6,0,1,0,0,False,False
502532,502532,1965-06-01 00:00:00+00:00,PALMA SOLA,Manatee,13.2,MS,Hybrid,1703,1622,78,3,0,2,0,0,2.9,0.3,4.6,9.1,238.35,WEST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.2,0,1,0,0,False,False
